channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link
KT알파쇼핑	20260703	01:34	02:38	64	알레스버_탈모샴푸	알레스버	알레스버_탈모샴푸	단순	01:34	02:38	64	13691000	미용	화장품/미용	45000	https://m.kshop.co.kr/display/product/9282605
신세계쇼핑	20260703	01:38	02:38	60	[런칭가79,000원→1만원↓] 에디티드 브리즈 가디건 3종 	에디티드	[런칭가79,000원→1만원↓] 에디티드 브리즈 가디건 3종 	단순	01:38	02:38	60	17848000	의류	패션의류	69000	https://www.shinsegaetvshopping.com/display/detail/20070976
GS홈쇼핑 마이샵	20260703	01:39	01:44	5	드루 26SS 여름팬츠 2종 여성용	드루	드루 26SS 여름팬츠 2종 여성용	단순	01:39	01:44	5	0		스포츠/레저	99000	https://www.gsshop.com/prd/prd.gs?prdid=1125016255&brddate=20260708023600&pgmID=12502&ordChannel=WE&tveshop=Y
현대홈쇼핑 플러스샵	20260703	01:40	02:20	40	(방송에서만 이가격) [MESSERE] 메세르 천연 소가죽 벨트 1+1(정장용+캐쥬얼용)	메세르	(방송에서만 이가격) [MESSERE] 메세르 천연 소가죽 벨트 1+1(정장용+캐쥬얼용)	단순	01:40	02:20	40	9179300		패션잡화	29900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2249208310
NS홈쇼핑 샵플러스	20260703	01:42	02:03	21	몽크로스바디서큘레이터1	몽크로스	몽크로스바디서큘레이터1	단순	01:42	02:03	21	1185300		디지털/가전	49800	https://m.nsmall.com/goods/36031109
GS홈쇼핑 마이샵	20260703	01:44	01:50	6	타파웨어 빅티 텀블러 7종 풀세트	타파웨어	타파웨어 빅티 텀블러 7종 풀세트	단순	01:44	01:50	6	0		생활/건강	129000	https://www.gsshop.com/prd/prd.gs?prdid=1126672652&brddate=20260704033700&pgmID=6995&ordChannel=WE&tveshop=Y
CJ온스타일 플러스	20260703	01:45	02:00	15	[온플] 25FW 라쿤 울 프린지 금장 니트 자켓	25F/W	[온플] 25FW 라쿤 울 프린지 금장 니트 자켓	단순	01:45	02:00	15	378000		패션의류	189000	https://display.cjonstyle.com/p/item/2069748152
GS홈쇼핑 마이샵	20260703	01:50	02:10	20	라페어 26SS 에어렛 퓨징 브라팬티 5세트	라페어	라페어 26SS 에어렛 퓨징 브라팬티 5세트	단순	01:50	02:10	20	2618000		패션의류	109000	https://www.gsshop.com/prd/prd.gs?prdid=1117333007&brddate=20260713031200&pgmID=6753&ordChannel=WE&tveshop=Y
현대홈쇼핑	20260703	01:50	02:40	50	[NEW] [Diorde] 925 실버 인피티니 체인 목걸이	디오르드	[NEW] [Diorde] 925 실버 인피티니 체인 목걸이	단순	01:50	02:40	50	49986000	잡화/주얼리	패션잡화	199000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2250139123&preview=true
NS홈쇼핑	20260703	02:00	03:01	61	히트상품 앵콜방송 2부	히트상품	히트상품 앵콜방송 2부	복합	02:00	03:01	61	19505000		식품	59900	https://m.nsmall.com/goods/35997425
공영쇼핑	20260703	02:00	02:50	50	국내 자연산 중하새우 4kg / 400g x 10팩	국내	국내 자연산 중하새우 4kg / 400g x 10팩	단순	02:00	02:50	50	11291700	일반식품	식품	39900	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11944113
GS홈쇼핑	20260703	02:00	03:01	61	[장윤정 PICK] 리에노 카멜리아 에어앰플미스트 더블구성	리에노	[장윤정 PICK] 리에노 카멜리아 에어앰플미스트 더블구성	단순	02:00	03:01	61	20112000	미용	화장품/미용	138000	https://www.gsshop.com/prd/prd.gs?prdid=1118140759&brddate=20260704061500&pgmID=6737&ordChannel=WE&tveshop=Y
롯데원티비	20260703	02:00	02:19	19	[게스 언더웨어] 게스 GUESS 여성 퓨징 드로즈 6종	게스	[게스 언더웨어] 게스 GUESS 여성 퓨징 드로즈 6종	단순	02:00	02:19	19	610920		패션의류	50910	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12911138
홈앤쇼핑	20260703	02:00	03:10	70	[전고객1세트][슬로기(Sloggi)] 썸머 쿨 터치 제로필 브라팬티 (4세트/ 런닝형)	슬로기	[전고객1세트][슬로기(Sloggi)] 썸머 쿨 터치 제로필 브라팬티 (4세트/ 런닝형)	단순	02:00	03:10	70	26344000	언더웨어	패션의류	89000	http://www.hnsmall.com/display/goods.do?goods_code=81337081
CJ온스타일 플러스	20260703	02:00	02:15	15	26S/S 플라워 실크 블렌드 라운드 가디건	26S/S	26S/S 플라워 실크 블렌드 라운드 가디건	단순	02:00	02:15	15	516000		패션의류	159000	https://display.cjonstyle.com/p/item/2079938308
롯데홈쇼핑	20260703	02:00	02:30	30	[아쿠아스큐텀] 아쿠아스큐텀 26SS 여성 플라워프린트 원피스	아쿠아스큐텀	[아쿠아스큐텀] 아쿠아스큐텀 26SS 여성 플라워프린트 원피스	단순	02:00	02:30	30	15104400	의류	스포츠/레저	99900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12904626
CJ온스타일	20260703	02:00	03:00	60	최신상 배종옥 레몬꿀팩 레몬허니워시오프팩 6통+타올1매	라비오라	최신상 배종옥 레몬꿀팩 레몬허니워시오프팩 6통+타올1매	단순	02:00	03:00	60	20578000	미용	화장품/미용	99000	https://display.cjonstyle.com/p/item/2070029628?channelCode=30002002
NS홈쇼핑 샵플러스	20260703	02:02	02:44	42	몽크로스바디서큘레이터2	몽크로스	몽크로스바디서큘레이터2	단순	02:02	02:44	42	3675600		디지털/가전	49800	https://m.nsmall.com/goods/36031109
GS홈쇼핑 마이샵	20260703	02:10	02:31	21	[아이넥스] 클린엣지 스마트 플러스 식기건조대	클린엣지	[아이넥스] 클린엣지 스마트 플러스 식기건조대	단순	02:10	02:31	21	2943000		생활/건강	99000	https://www.gsshop.com/prd/prd.gs?prdid=1095571307&brddate=20260714035300&pgmID=6995&ordChannel=WE&tveshop=Y
SK스토아	20260703	02:11	02:51	40	○렌터카 비교견적 서비스	○렌터카	○렌터카 비교견적 서비스	단순	02:11	02:51	40	0	일반렌탈	여가/생활편의	0	https://www.skstoa.com/display/goods/64692905
CJ온스타일 플러스	20260703	02:15	02:45	30	26SS 화이트 캐시미어100 머플러판초	26SS	26SS 화이트 캐시미어100 머플러판초	단순	02:15	02:45	30	1272000		패션의류	159000	https://display.cjonstyle.com/p/item/2076854960
롯데원티비	20260703	02:19	02:39	20	[안국약품] ☆토비콤 루테인지아잔틴 아스타잔틴 12개월분(150mgx30캡슐x12박스)	☆토비콤	[안국약품] ☆토비콤 루테인지아잔틴 아스타잔틴 12개월분(150mgx30캡슐x12박스)	단순	02:19	02:39	20	0		식품	298000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12860684
현대홈쇼핑 플러스샵	20260703	02:20	03:00	40	오리지날리 썸머 프린트 팬츠 5종	오리지날리	오리지날리 썸머 프린트 팬츠 5종	단순	02:20	03:00	40	12847800		패션의류	39900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2236148362
롯데홈쇼핑	20260703	02:30	03:00	30	[상] 입는 자외선 차단 쿨마스크 3개(색상 선택) + [방송중에만] 핑크 마스크, 베이지 선바이저 + 팔토시(색상 랜덤)	르플렉스	[상] 입는 자외선 차단 쿨마스크 3개(색상 선택) + [방송중에만] 핑크 마스크, 베이지 선바이저 + 팔토시(색상 랜덤)	단순	02:30	03:00	30	3239100	리빙/주방	스포츠/레저	54900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12909027
쇼핑엔티	20260703	02:31	03:31	60	[상담예약] 보람피플 스마트299	보람피플	[상담예약] 보람피플 스마트299	단순	02:31	03:31	60	0	가전	여가/생활편의	0	https://www.shoppingntmall.com/display/goods/27587064
GS홈쇼핑 마이샵	20260703	02:31	03:12	41	[런칭69,900원] 루시헨느 텐셀 쉐이핑 팬티 8종	루시헨느	[런칭69,900원] 루시헨느 텐셀 쉐이핑 팬티 8종	단순	02:31	03:12	41	8745400		패션의류	59900	https://www.gsshop.com/prd/prd.gs?prdid=1110362588&brddate=20260703023100&pgmID=6753&ordChannel=WE&tveshop=Y
KT알파쇼핑	20260703	02:34	03:38	64	마디에데_패치	마디에데	마디에데_패치	단순	02:34	03:38	64	8932100	리빙/주방	생활/건강	49900	https://m.kshop.co.kr/display/product/8502425
신세계쇼핑	20260703	02:38	03:39	61	[방송에서만 이구성이가격] 파나소닉 제트워셔 NEW포터블 무선 구강세정기 1+1SET(DJ11)	파나소닉	[방송에서만 이구성이가격] 파나소닉 제트워셔 NEW포터블 무선 구강세정기 1+1SET(DJ11)	복합	02:38	03:39	61	9490800		디지털/가전	129000	https://www.shinsegaetvshopping.com/display/detail/20040185
롯데원티비	20260703	02:39	02:44	5	[OneTV][SK]슈퍼하이쿨9 텐셀리오셀 냉감 침구 풀세트	슈퍼하이쿨9	[OneTV][SK]슈퍼하이쿨9 텐셀리오셀 냉감 침구 풀세트	단순	02:39	02:44	5	0		가구/인테리어	249000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912818
현대홈쇼핑	20260703	02:40	03:00	20	헤르젠 쌀냉장고 AI CARE 플러스 (21KG)	헤르젠	헤르젠 쌀냉장고 AI CARE 플러스 (21KG)	단순	02:40	03:00	20	7920000	가전	생활/건강	328000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2247782617&preview=true
NS홈쇼핑 샵플러스	20260703	02:43	03:45	62	하이뮨케어메이트1	하이뮨	하이뮨케어메이트1	단순	02:43	03:45	62	2019000		식품	209000	https://m.nsmall.com/goods/35927459
롯데원티비	20260703	02:44	02:49	5	[끼리] 끼리 크림치즈 베이글 3종 (블루베리6+대파6+토마토올리브5) (1)	끼리	[끼리] 끼리 크림치즈 베이글 3종 (블루베리6+대파6+토마토올리브5) (1)	단순	02:44	02:49	5	255600		식품	63900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912154
CJ온스타일 플러스	20260703	02:45	02:55	10	멜라필크림 마스크 50ml 4개 + 12ml 1개 + 브러쉬 1개	멜라필크림	멜라필크림 마스크 50ml 4개 + 12ml 1개 + 브러쉬 1개	단순	02:45	02:55	10	693000		화장품/미용	99000	https://display.cjonstyle.com/p/item/2087728595
롯데원티비	20260703	02:49	02:54	5	[호무로] ■[OneTV][SK]슈퍼하이쿨9 텐셀리오셀 냉감 침구 풀세트	호무로	[호무로] ■[OneTV][SK]슈퍼하이쿨9 텐셀리오셀 냉감 침구 풀세트	복합	02:49	02:54	5	0		가구/인테리어	249000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912822
공영쇼핑	20260703	02:50	03:20	30	[스칸디노티아]시그니처 IH스텐냄비 세트 	스칸디노티아	[스칸디노티아]시그니처 IH스텐냄비 세트 	단순	02:50	03:20	30	5607000	리빙/주방	생활/건강	89000	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11932987
롯데원티비	20260703	02:54	03:01	7	[끼리] 끼리 크림치즈 베이글 3종 (블루베리6+대파6+토마토올리브5) (2)	끼리	[끼리] 끼리 크림치즈 베이글 3종 (블루베리6+대파6+토마토올리브5) (2)	단순	02:54	03:01	7	191700		식품	63900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912157
CJ온스타일 플러스	20260703	02:55	03:05	10	(whiff) 악취제거 탈취제 화이트 파인스틸향 300g 6개 + 섬유탈취제 200ml	악취제거	(whiff) 악취제거 탈취제 화이트 파인스틸향 300g 6개 + 섬유탈취제 200ml	단순	02:55	03:05	10	447000		가구/인테리어	89400	https://display.cjonstyle.com/p/item/2086536876
현대홈쇼핑 플러스샵	20260703	03:00	03:40	40	[와카바][풀패키지] 변기에 톡 탈취 퍼퓸 12P 풀패키지	변기에	[와카바][풀패키지] 변기에 톡 탈취 퍼퓸 12P 풀패키지	복합	03:00	03:40	40	4302800		생활/건강	59900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251578537
현대홈쇼핑	20260703	03:00	03:50	50	(총 30L) 나에노 럭스클린 라일락 세탁세제 8통+섬유유연제 2통	나에노	(총 30L) 나에노 럭스클린 라일락 세탁세제 8통+섬유유연제 2통	단순	03:00	03:50	50	13534200	리빙/주방	생활/건강	59800	https://www.hmall.com/md/pda/itemPtc?slitmCd=2247058413&preview=true
GS홈쇼핑	20260703	03:00	03:30	30	르네크루 25FW 헝가리 구스코트+머플러 [런칭 가격 299,900원]	르네크루	르네크루 25FW 헝가리 구스코트+머플러 [런칭 가격 299,900원]	단순	03:00	03:30	30	9709200	의류	패션의류	159900	https://www.gsshop.com/prd/prd.gs?prdid=1096094348&brddate=20260703030000&pgmID=9613&ordChannel=WE&tveshop=Y
CJ온스타일	20260703	03:00	03:30	30	26SS 더 가벼워진 램스킨 로퍼	락포트	26SS 더 가벼워진 램스킨 로퍼	단순	03:00	03:30	30	6444000	잡화/주얼리	패션잡화	179000	https://display.cjonstyle.com/p/item/2076599023?channelCode=30002002
NS홈쇼핑	20260703	03:00	04:01	61	히트상품 앵콜방송3부	히트상품	히트상품 앵콜방송3부	복합	03:00	04:01	61	13883100		식품	69900	https://m.nsmall.com/goods/35939429
롯데원티비	20260703	03:01	03:06	5	[호무로] □[OneTV][SK]슈퍼하이쿨9 텐셀리오셀 냉감 침구 풀세트	호무로	[호무로] □[OneTV][SK]슈퍼하이쿨9 텐셀리오셀 냉감 침구 풀세트	복합	03:01	03:06	5	0		가구/인테리어	249000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912824
CJ온스타일 플러스	20260703	03:05	03:16	11	멜라필크림 마스크 50ml 4개 + 12ml 1개 + 브러쉬 1개	멜라필크림	멜라필크림 마스크 50ml 4개 + 12ml 1개 + 브러쉬 1개	단순	03:05	03:16	11	99000		화장품/미용	99000	https://display.cjonstyle.com/p/item/2087728595
롯데원티비	20260703	03:06	03:11	5	[끼리] 끼리 크림치즈 베이글 3종 (블루베리6+대파6+토마토올리브5) (3)	끼리	[끼리] 끼리 크림치즈 베이글 3종 (블루베리6+대파6+토마토올리브5) (3)	단순	03:06	03:11	5	0		식품	63900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912158
홈앤쇼핑	20260703	03:10	04:15	65	[더 창]프로 엑소볼륨 스칼프 두피 앰플 세트 (2+2)+포토상품평시 앰플 2통 더	프로	[더 창]프로 엑소볼륨 스칼프 두피 앰플 세트 (2+2)+포토상품평시 앰플 2통 더	단순	03:10	04:15	65	9786000	미용	화장품/미용	99000	http://www.hnsmall.com/display/goods.do?goods_code=80523613
롯데원티비	20260703	03:11	03:16	5	[호무로] ■[OneTV][SK]슈퍼하이쿨9 텐셀리오셀 냉감 침구 풀세트	호무로	[호무로] ■[OneTV][SK]슈퍼하이쿨9 텐셀리오셀 냉감 침구 풀세트	복합	03:11	03:16	5	0		가구/인테리어	249000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912822
GS홈쇼핑 마이샵	20260703	03:12	03:17	5	드루 26SS 여름팬츠 2종 여성용	드루	드루 26SS 여름팬츠 2종 여성용	단순	03:12	03:17	5	0		스포츠/레저	99000	https://www.gsshop.com/prd/prd.gs?prdid=1125016255&brddate=20260708023600&pgmID=12502&ordChannel=WE&tveshop=Y
롯데원티비	20260703	03:16	03:21	5	[끼리] 끼리 크림치즈 베이글 3종 (블루베리6+대파6+토마토올리브5) (1)	끼리	[끼리] 끼리 크림치즈 베이글 3종 (블루베리6+대파6+토마토올리브5) (1)	단순	03:16	03:21	5	191700		식품	63900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912154
GS홈쇼핑 마이샵	20260703	03:17	03:22	5	타파웨어 빅티 텀블러 7종 풀세트	타파웨어	타파웨어 빅티 텀블러 7종 풀세트	단순	03:17	03:22	5	129000		생활/건강	129000	https://www.gsshop.com/prd/prd.gs?prdid=1126672652&brddate=20260704033700&pgmID=6995&ordChannel=WE&tveshop=Y
공영쇼핑	20260703	03:20	03:51	31	트리플 콘드로이친 1200+MBP(12박스)	트리플	트리플 콘드로이친 1200+MBP(12박스)	단순	03:20	03:51	31	1590000	건강식품	식품	318000	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11932011
롯데원티비	20260703	03:21	03:26	5	[호무로] □[OneTV][SK]슈퍼하이쿨9 텐셀리오셀 냉감 침구 풀세트	호무로	[호무로] □[OneTV][SK]슈퍼하이쿨9 텐셀리오셀 냉감 침구 풀세트	복합	03:21	03:26	5	0		가구/인테리어	249000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912824
GS홈쇼핑 마이샵	20260703	03:22	03:27	5	코어어센틱 26S/S 스트라이프 썸머 숄더백	코어어센틱	코어어센틱 26S/S 스트라이프 썸머 숄더백	단순	03:22	03:27	5	0		패션잡화	59900	https://www.gsshop.com/prd/prd.gs?prdid=1123493832&brddate=20260706042800&pgmID=6736&ordChannel=WE&tveshop=Y
CJ온스타일 플러스	20260703	03:25	03:36	11	멜라필크림 마스크 50ml 4개 + 12ml 1개 + 브러쉬 1개	멜라필크림	멜라필크림 마스크 50ml 4개 + 12ml 1개 + 브러쉬 1개	단순	03:25	03:36	11	297000		화장품/미용	99000	https://display.cjonstyle.com/p/item/2087728595
롯데원티비	20260703	03:26	03:32	6	[끼리] 끼리 크림치즈 베이글 3종 (블루베리6+대파6+토마토올리브5) (2)	끼리	[끼리] 끼리 크림치즈 베이글 3종 (블루베리6+대파6+토마토올리브5) (2)	단순	03:26	03:32	6	63900		식품	63900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912157
GS홈쇼핑 마이샵	20260703	03:27	03:32	5	도깨비방망이 헤리티지 프리미엄 1995 마스터 무선 핸드블렌더	도깨비방망이	도깨비방망이 헤리티지 프리미엄 1995 마스터 무선 핸드블렌더	단순	03:27	03:32	5	0		디지털/가전	139000	https://www.gsshop.com/prd/prd.gs?prdid=1126846267&brddate=20260703042800&pgmID=872&ordChannel=WE&tveshop=Y
CJ온스타일	20260703	03:30	04:00	30	[최초가 99,000원]25FW 블레어 타이 디테일 풀오버	바니스뉴욕	[최초가 99,000원]25FW 블레어 타이 디테일 풀오버	단순	03:30	04:00	30	10992000	의류	패션의류	39000	https://display.cjonstyle.com/p/item/2065103334?channelCode=30002002
롯데홈쇼핑	20260703	03:30	04:00	30	[이너타이드] ★전채매진★ [롯데단독패키지] 이너타이드 더마 엑소좀 아이 솔루션 500 * 5	이너타이드	[이너타이드] ★전채매진★ [롯데단독패키지] 이너타이드 더마 엑소좀 아이 솔루션 500 * 5	단순	03:30	04:00	30	1680000	미용	화장품/미용	168000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912658
GS홈쇼핑	20260703	03:30	04:00	30	뉴온 시서스 필 다이어트 6박스	뉴온	뉴온 시서스 필 다이어트 6박스	단순	03:30	04:00	30	2751400	건강식품	식품	299000	https://www.gsshop.com/prd/prd.gs?prdid=1102765904&brddate=20260704010500&pgmID=13352&ordChannel=WE&tveshop=Y
GS홈쇼핑 마이샵	20260703	03:32	03:53	21	D)프리메로 레몬즙 10박스	D)프리메로	D)프리메로 레몬즙 10박스	단순	03:32	03:53	21	490000		식품	98000	https://www.gsshop.com/prd/prd.gs?prdid=1122707101&brddate=20260703033200&pgmID=13352&ordChannel=WE&tveshop=Y
롯데원티비	20260703	03:32	03:52	20	[아임고트] ◎뉴질랜드 프리미엄 산양유 6박스 (150g* 6박스)	◎뉴질랜드	[아임고트] ◎뉴질랜드 프리미엄 산양유 6박스 (150g* 6박스)	단순	03:32	03:52	20	0		식품	198000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12907782
쇼핑엔티	20260703	03:37	04:37	60	아치솔 족저근막 기능성 슬리퍼	아치솔	아치솔 족저근막 기능성 슬리퍼	단순	03:37	04:37	60	7501200	잡화/주얼리	패션잡화	39900	https://www.shoppingntmall.com/display/goods/28048153
신세계쇼핑	20260703	03:39	03:59	20	대원헬스 산양유단백질100 10통	대원헬스	대원헬스 산양유단백질100 10통	단순	03:39	03:59	20	1656000	건강식품	식품	276000	https://www.shinsegaetvshopping.com/display/detail/20072011
KT알파쇼핑	20260703	03:39	04:13	34	메이페어_디너세트	메이페어	메이페어_디너세트	단순	03:39	04:13	34	1272000	리빙/주방	생활/건강	318000	https://m.kshop.co.kr/display/product/6405792
현대홈쇼핑 플러스샵	20260703	03:40	04:20	40	[방송에서만 총 560매]데일리아이디어 혁명티슈 (85매x6통) + (10매X5팩).	데일리아이디어	[방송에서만 총 560매]데일리아이디어 혁명티슈 (85매x6통) + (10매X5팩).	단순	03:40	04:20	40	3294500		생활/건강	58900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2250722177
NS홈쇼핑 샵플러스	20260703	03:43	04:04	21	골드카무트효소1	골드카무트®브랜드밀효소	골드카무트효소1	단순	03:43	04:04	21	792000		식품	396000	https://m.nsmall.com/goods/35653240
