channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link	product_link
NS홈쇼핑	20260604	00:00	00:21	21	보험	에이플러스에셋	보험	단순	00:00	00:21	21	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/2f58c40e9b68f00acaaa8926e917e215	https://m.nsmall.com/goods/35485759
NS홈쇼핑	20260604	00:20	00:41	21	보험 2부	에이플러스에셋	보험 2부	단순	00:20	00:41	21	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/a85f4ae36b0c3e38d99dc5013d56d65e	https://m.nsmall.com/goods/35485759
현대홈쇼핑 플러스샵	20260604	00:20	01:20	60	이지듀 기미 앰플 쿠션 풀패키지 ⓢ	이지듀	이지듀 기미 앰플 쿠션 풀패키지 ⓢ	단순	00:20	01:20	60	22306400		화장품/미용	99000	https://live.ecomm-data.com/report/hsshow/be0d5fac1f966864ce3dee88f495ab38	https://www.hmall.com/md/pda/itemPtc?slitmCd=2249581200
SK스토아	20260604	00:31	01:31	60	★타이어 전부 교체 0원!★ 넥센타이어_상담예약	★역대최대할인!	★타이어 전부 교체 0원!★ 넥센타이어_상담예약	단순	00:31	01:31	60	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/60ff2a6373ab4881521c6118ef5e5bc0	https://www.skstoa.com/display/goods/61931656
쇼핑엔티	20260604	00:32	01:32	60	라이나생명 (무)새로담는간편건강보험(해약환급금미지급형_갱신형)	라이나생명	라이나생명 (무)새로담는간편건강보험(해약환급금미지급형_갱신형)	단순	00:32	01:32	60	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/336feb558c0f0b08f527847dd134f05f	https://www.shoppingntmall.com/display/goods/23331640
KT알파쇼핑	20260604	00:36	01:38	62	하나손해보험_여성암보험	하나손해보험	하나손해보험_여성암보험	단순	00:36	01:38	62	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/5f80d2d0d97a7d665f26b732216ce250	https://m.kshop.co.kr/display/product/8739293
신세계쇼핑	20260604	00:37	01:38	61	[론칭가99,000원 →39,000원]베네통 쿨메쉬 샌들	베네통	[론칭가99,000원 →39,000원]베네통 쿨메쉬 샌들	복합	00:37	01:38	61	101645000		패션잡화	39000	https://live.ecomm-data.com/report/hsshow/0328bb4aaf1f6d9ba4fe87894c14f9c6	https://www.shinsegaetvshopping.com/display/detail/1000753320
GS홈쇼핑 마이샵	20260604	00:38	01:39	61	테이핑테크 슬개건 보호대 2세트+쿨토시3세트	테이핑테크	테이핑테크 슬개건 보호대 2세트+쿨토시3세트	단순	00:38	01:39	61	11348200		스포츠/레저	39800	https://live.ecomm-data.com/report/hsshow/5b1029d975d1f3f6eef8b6e78347b973	https://www.gsshop.com/prd/prd.gs?prdid=1104374623&brddate=20260707033200&pgmID=6742&ordChannel=WE&tveshop=Y
롯데원티비	20260604	00:40	02:00	80	[상담예약] 비에스소닉 음파운동기 렌탈	비에스소닉	[상담예약] 비에스소닉 음파운동기 렌탈	단순	00:40	02:00	80	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/10cb9bef833d1ce9af7ca8f3de0d678a	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12867670
NS홈쇼핑	20260604	00:40	01:01	21	보험 3부	에이플러스에셋	보험 3부	단순	00:40	01:01	21	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/bc8398eb29a470d20324497326f48f61	https://m.nsmall.com/goods/35485759
NS홈쇼핑 샵플러스	20260604	00:42	01:45	63	동국제약마스크팩1	동국제약마스크팩1	동국제약마스크팩1	복합	00:42	01:45	63	9241400		화장품/미용	80100	https://live.ecomm-data.com/report/hsshow/b293b7ed4b27bf5bea1404ca1813e7be	https://m.nsmall.com/goods/35887454
CJ온스타일 플러스	20260604	00:45	01:45	60	특대형 냉감패드2장+냉감 베개커버4장+베개솜2개	특대형	특대형 냉감패드2장+냉감 베개커버4장+베개솜2개	복합	00:45	01:45	60	21866700		가구/인테리어	99900	https://live.ecomm-data.com/report/hsshow/9a6f905a094d1f99ce450edc15168466	https://display.cjonstyle.com/p/item/2084013137
공영쇼핑	20260604	01:00	02:00	60	한식요리명인 이효진의 뼈없는 감자탕 450g*10팩	한식요리명인	한식요리명인 이효진의 뼈없는 감자탕 450g*10팩	단순	01:00	02:00	60	21466200		식품	0	https://live.ecomm-data.com/report/hsshow/0fe3186a1dafc451816c11f62cc343a5	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11935217
NS홈쇼핑	20260604	01:00	02:01	61	히트상품 앵콜방송1부	히트상품	히트상품 앵콜방송1부	복합	01:00	02:01	61	26589800		식품	19900	https://live.ecomm-data.com/report/hsshow/242258617ebe5a430d3a61242217d5f4	https://m.nsmall.com/goods/34084816
현대홈쇼핑	20260604	01:00	01:51	51	라우라비아조티 26SS 핀턱 러플 블라우스	라우라비아조티	라우라비아조티 26SS 핀턱 러플 블라우스	단순	01:00	01:51	51	153277000		패션의류	119000	https://live.ecomm-data.com/report/hsshow/3444f45b7d8e94ccd0022f3da0e3ed64	https://www.hmall.com/md/pda/itemPtc?slitmCd=2250323676
롯데홈쇼핑	20260604	01:00	02:00	60	[에스까다] ESCADA 26SS 여성 크로쉐 풀오버 + 나시 니트 2종	ESCADA	[에스까다] ESCADA 26SS 여성 크로쉐 풀오버 + 나시 니트 2종	단순	01:00	02:00	60	40168000		패션의류	99000	https://live.ecomm-data.com/report/hsshow/5c86cb546cb513523d826ecb4e1bda31	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12900760
홈앤쇼핑	20260604	01:00	02:00	60	[TATE] 테이트 26SS 여성 퓨어 오가닉 코튼 100% 썸머 튜블러 티 컬렉션 8종	테이트	[TATE] 테이트 26SS 여성 퓨어 오가닉 코튼 100% 썸머 튜블러 티 컬렉션 8종	단순	01:00	02:00	60	48730000		패션의류	55000	https://live.ecomm-data.com/report/hsshow/8381b78031db889c60cee13767c20703	http://www.hnsmall.com/display/goods.do?goods_code=80209553
