channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link	product_link
SK스토아	20260613	00:31	01:31	60	O또걸려도또받는 간편한암보험(리모컨써큘레이터)	O또걸려도또받는	O또걸려도또받는 간편한암보험(리모컨써큘레이터)	단순	00:31	01:31	60	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/21ce30c00cb74951e1ff23442a555b4b	https://www.skstoa.com/display/goods/63114974
쇼핑엔티	20260613	00:32	01:32	60	[SALE] 안국약품 토비콤 루테인 지아잔틴 아스타잔틴 12개월분	안국약품	[SALE] 안국약품 토비콤 루테인 지아잔틴 아스타잔틴 12개월분	단순	00:32	01:32	60	11920000		식품	148000	https://live.ecomm-data.com/report/hsshow/82eb2423a9637838779bde861fed0515	https://www.shoppingntmall.com/display/goods/27967735
KT알파쇼핑	20260613	00:33	01:38	65	잭필드_반팔셔츠	26SS	잭필드_반팔셔츠	단순	00:33	01:38	65	40723800		패션의류	59800	https://live.ecomm-data.com/report/hsshow/ae06334b9608723fe713bb7faf16c99e	https://m.kshop.co.kr/display/product/8616215
신세계쇼핑	20260613	00:37	01:38	61	(신세계단독)트라이 인견100 파자마 5부 팬츠 3종(남성)	트라이	(신세계단독)트라이 인견100 파자마 5부 팬츠 3종(남성)	복합	00:37	01:38	61	25416300		패션의류	39900	https://live.ecomm-data.com/report/hsshow/659cb3028d3ce6f5a136c8e737293e0c	https://www.shinsegaetvshopping.com/display/detail/20072639
GS홈쇼핑 마이샵	20260613	00:38	01:39	61	[상담만 받아도 특별한 혜택] (무)AIA백세시대꼭하나건강보험_M	AIA백세시대꼭하나건강보험_M	[상담만 받아도 특별한 혜택] (무)AIA백세시대꼭하나건강보험_M	단순	00:38	01:39	61	0			None	https://live.ecomm-data.com/report/hsshow/a6e96dc55e5bbf56fa5fe14fd31dd09d	None
롯데원티비	20260613	00:40	01:20	40	[멕시카나치킨] 멕시카나 국내산 버팔로윙 400gx4팩, 버팔로봉 400gx4팩	멕시카나	[멕시카나치킨] 멕시카나 국내산 버팔로윙 400gx4팩, 버팔로봉 400gx4팩	단순	00:40	01:20	40	9777400		식품	58900	https://live.ecomm-data.com/report/hsshow/37389ce04388fcef0592cc9fa7190ba2	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12890733
NS홈쇼핑 샵플러스	20260613	00:42	01:44	62	오뗄바베큐훈제닭다리1	오뗄	오뗄바베큐훈제닭다리1	단순	00:42	01:44	62	19271700		식품	39900	https://live.ecomm-data.com/report/hsshow/ec75b85f72e91f76c18e9ec2a654acd9	https://m.nsmall.com/goods/35834475
CJ온스타일 플러스	20260613	00:45	01:45	60	[방송에서만 세일]시서스 필 다이어트 6박스 (168정/24주분)	시서스	[방송에서만 세일]시서스 필 다이어트 6박스 (168정/24주분)	단순	00:45	01:45	60	29951000		식품	199000	https://live.ecomm-data.com/report/hsshow/8033e131598af0a17dc2acf9b5b52fbb	https://display.cjonstyle.com/p/item/2076080336
NS홈쇼핑	20260613	01:00	02:01	61	히트상품 앵콜방송1부	마시는	히트상품 앵콜방송1부	단순	01:00	02:01	61	27750200		생활/건강	169100	https://live.ecomm-data.com/report/hsshow/770d93d83a57b426811f0a75f5dd9f13	https://m.nsmall.com/goods/35971235
현대홈쇼핑 플러스샵	20260613	01:00	01:40	40	김오곤 원장의 한방(Onepunch) 다이어트환 4+1박스(총10주분)	김오곤	김오곤 원장의 한방(Onepunch) 다이어트환 4+1박스(총10주분)	단순	01:00	01:40	40	9801000		식품	98000	https://live.ecomm-data.com/report/hsshow/8350e11cc8a9825601e05dd5d99c3042	https://www.hmall.com/md/pda/itemPtc?slitmCd=2233363992
공영쇼핑	20260613	01:00	02:00	60	고창 복분자 발효농축분말 12통+스푼5개_R	고창	고창 복분자 발효농축분말 12통+스푼5개_R	단순	01:00	02:00	60	11248000		식품	0	https://live.ecomm-data.com/report/hsshow/861a8f2c6635afe1cb68e425ea867324	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11925666
홈앤쇼핑	20260613	01:00	02:00	60	[더 창]프로 엑소볼륨 스칼프 두피 앰플 세트 (2+2)+상품평시 앰플 1통 더	프로	[더 창]프로 엑소볼륨 스칼프 두피 앰플 세트 (2+2)+상품평시 앰플 1통 더	단순	01:00	02:00	60	21913000		화장품/미용	99000	https://live.ecomm-data.com/report/hsshow/951cbeebf443f9e566ff44bd712b055a	http://www.hnsmall.com/display/goods.do?goods_code=78650097
