channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link	product_link
NS홈쇼핑	20260612	00:15	00:36	21	보험 2부	에이플러스에셋	보험 2부	단순	00:15	00:36	21	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/3d456e4c648e46c2ff6f6efce9204505	https://m.nsmall.com/goods/35988993
SK스토아	20260612	00:31	01:31	60	(매니아)더마픽스 휴멀 콜라겐 마스크팩  48매+(방송에서만)3매 추가	더마픽스	(매니아)더마픽스 휴멀 콜라겐 마스크팩  48매+(방송에서만)3매 추가	단순	00:31	01:31	60	4290000		화장품/미용	167000	https://live.ecomm-data.com/report/hsshow/ba5617f833e86d6321757b1432457de6	https://www.skstoa.com/display/goods/57229249
SK스토아	20260612	00:31	01:31	60	단독구성 무료체험 2장 쏘헤어 모로코 아르간 탈모샴푸 1000g 4병+180g 1개	단독구성	단독구성 무료체험 2장 쏘헤어 모로코 아르간 탈모샴푸 1000g 4병+180g 1개	단순	00:31	01:31	60	18269500		화장품/미용	59900	https://live.ecomm-data.com/report/hsshow/bc887f736524d013770c196bbf8dbabf	https://www.skstoa.com/display/goods/51024602
쇼핑엔티	20260612	00:32	01:33	61	스타일제이 플라워 플리츠 원피스 3종 + 플라워 플리츠 팬츠 5종	스타일제이	스타일제이 플라워 플리츠 원피스 3종 + 플라워 플리츠 팬츠 5종	단순	00:32	01:33	61	27531000		패션의류	38900	https://live.ecomm-data.com/report/hsshow/61cd788383f895adb092973942e1b1ea	https://www.shoppingntmall.com/display/goods/27971733
NS홈쇼핑	20260612	00:35	00:56	21	보험 3부	에이플러스에셋	보험 3부	단순	00:35	00:56	21	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/993b4e28a0a90b5a42c7ed2a1b47b5c1	https://m.nsmall.com/goods/35988993
KT알파쇼핑	20260612	00:37	01:38	61	데이즈온_파라다이스그레인	데이즈온	데이즈온_파라다이스그레인	단순	00:37	01:38	61	51610000		식품	247000	https://live.ecomm-data.com/report/hsshow/aa7e473610e2411c7388bd5203735173	https://m.kshop.co.kr/display/product/9451382
신세계쇼핑	20260612	00:37	01:38	61	[단독! 본품최다!] 닥터3 블랙 펩타이드 세럼카라 6ml X 5개 	닥터3	[단독! 본품최다!] 닥터3 블랙 펩타이드 세럼카라 6ml X 5개 	단순	00:37	01:38	61	49141900		화장품/미용	329000	https://live.ecomm-data.com/report/hsshow/bca2394340f9d802a24b537a3e3b48fa	https://www.shinsegaetvshopping.com/display/detail/20066271
현대홈쇼핑 플러스샵	20260612	00:40	01:40	60	[올바른가] 명품장어 국내산 자포니카 민물장어 6미+소스4팩 (손질 후 1kg)	명품장어	[올바른가] 명품장어 국내산 자포니카 민물장어 6미+소스4팩 (손질 후 1kg)	단순	00:40	01:40	60	27052200		식품	39900	https://live.ecomm-data.com/report/hsshow/46f6e3d73141758abb3b3e97dbbf74c4	https://www.hmall.com/md/pda/itemPtc?slitmCd=2248763494
롯데원티비	20260612	00:40	01:20	40	[오미노비앙코] ☆롯데홈쇼핑 단독 2L/공식수입원 정품☆  NEW 세탁세제 비올라인텐소향  2L 12통	☆롯데홈쇼핑	[오미노비앙코] ☆롯데홈쇼핑 단독 2L/공식수입원 정품☆  NEW 세탁세제 비올라인텐소향  2L 12통	복합	00:40	01:20	40	5360400		생활/건강	124900	https://live.ecomm-data.com/report/hsshow/78ae04f25f803492be2092e395aecd04	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12901254
NS홈쇼핑 샵플러스	20260612	00:42	01:45	63	LG샤프란1	LG생활건강	LG샤프란1	단순	00:42	01:45	63	14680900		생활/건강	29900	https://live.ecomm-data.com/report/hsshow/7c2bbe09791da21b1efee368aaf237ca	https://m.nsmall.com/goods/35924723
