channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link	product_link
SK스토아	20260615	00:21	01:21	60	율무팩 180ML 3개 +스파출라 1개	율무팩	율무팩 180ML 3개 +스파출라 1개	단순	00:21	01:21	60	28128400		화장품/미용	99800	https://live.ecomm-data.com/report/hsshow/7ac7eb2797dfe850f99c62c70dd38fe9	https://www.skstoa.com/display/goods/59804953
SK스토아	20260615	00:21	01:21	60	[믿쓰진]AGE20S 멜라닌샷 기미 커버 쿠션(본품*2+리필*2+앰플*1)	AGE20S	[믿쓰진]AGE20S 멜라닌샷 기미 커버 쿠션(본품*2+리필*2+앰플*1)	단순	00:21	01:21	60	2999000		화장품/미용	98000	https://live.ecomm-data.com/report/hsshow/9fcdb0d67f491cd190544a909f13add7	https://www.skstoa.com/display/goods/61780056
신세계쇼핑	20260615	00:27	01:27	60	(방송에서만)[MBP 12개월분] 뼈엔 엠비피(MBP) 30캡슐 x 12박스	뼈엔	(방송에서만)[MBP 12개월분] 뼈엔 엠비피(MBP) 30캡슐 x 12박스	복합	00:27	01:27	60	46981000		식품	459000	https://live.ecomm-data.com/report/hsshow/b3ce645d2919b83dddbff44403ac197f	https://www.shinsegaetvshopping.com/display/detail/20020051
쇼핑엔티	20260615	00:32	01:32	60	26SS [에코에] 오리진 메리제인 컴포트화	26SS	26SS [에코에] 오리진 메리제인 컴포트화	단순	00:32	01:32	60	19913400		패션잡화	59800	https://live.ecomm-data.com/report/hsshow/037263459f3b6622a97fcad2243a20ae	https://www.shoppingntmall.com/display/goods/27947280
KT알파쇼핑	20260615	00:36	01:38	62	흥국화재_간병인보험	흥국화재	흥국화재_간병인보험	단순	00:36	01:38	62	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/e2b5edb9777974a28b3f99cc9bcaa13d	https://m.kshop.co.kr/display/product/7766080
GS홈쇼핑 마이샵	20260615	00:38	01:39	61	(4종)시어서커 어깨편한 기절베개	시어서커	(4종)시어서커 어깨편한 기절베개	단순	00:38	01:39	61	32554700		가구/인테리어	59900	https://live.ecomm-data.com/report/hsshow/3a703770b62d21075d115e01ca3d7938	https://www.gsshop.com/prd/prd.gs?prdid=1124777199&brddate=20260627143700&pgmID=6740&ordChannel=WE&tveshop=Y
롯데원티비	20260615	00:40	01:20	40	[이롬] ★체험분 5팩포함+할인까지★황성주 이롬 두유 PLUS 혼합구성 총 100팩(검은콩고칼슘&비타민D*60팩+검은콩과21곡*20팩+호두아몬드*20팩)	★체험분	[이롬] ★체험분 5팩포함+할인까지★황성주 이롬 두유 PLUS 혼합구성 총 100팩(검은콩고칼슘&비타민D*60팩+검은콩과21곡*20팩+호두아몬드*20팩)	단순	00:40	01:20	40	3665880		식품	53910	https://live.ecomm-data.com/report/hsshow/02fccf0967bf4d227711373bb0cf9ad9	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12872177
NS홈쇼핑 샵플러스	20260615	00:42	01:43	61	손질통오징어1	국내산	손질통오징어1	단순	00:42	01:43	61	9331300		식품	49900	https://live.ecomm-data.com/report/hsshow/b4c9932c707aa992bae7976cb05166b0	https://m.nsmall.com/goods/35957647
롯데홈쇼핑	20260615	00:50	01:50	60	[LBL] 퓨어실크린넨코튼 하프슬리브 니트 3종	퓨어실크린넨코튼	[LBL] 퓨어실크린넨코튼 하프슬리브 니트 3종	복합	00:50	01:50	60	43220100		패션의류	59900	https://live.ecomm-data.com/report/hsshow/0ebfcd0667232e0dc4c99dffc0ab5f06	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12845104
CJ온스타일 플러스	20260615	00:55	01:55	60	[최초가69,900원] 25SS 프렌치 린넨 펄니트 3종	25SS	[최초가69,900원] 25SS 프렌치 린넨 펄니트 3종	복합	00:55	01:55	60	17635800		패션의류	39900	https://live.ecomm-data.com/report/hsshow/e1c63d45bac3a04c34565f5dfaa692b8	https://display.cjonstyle.com/p/item/2054940921
