channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link	product_link
현대홈쇼핑 플러스샵	20260617	00:20	01:40	80	[올바른가] 명품장어 국내산 자포니카 민물장어 6미+소스4팩 (손질 후 1kg)	명품장어	[올바른가] 명품장어 국내산 자포니카 민물장어 6미+소스4팩 (손질 후 1kg)	단순	00:20	01:40	80	38703000		식품	39900	https://live.ecomm-data.com/report/hsshow/c715348e96d4d068a02cbfe9652690c5	https://www.hmall.com/md/pda/itemPtc?slitmCd=2248763494
SK스토아	20260617	00:31	01:31	60	[방송에서만 50프로 세일]원데이 올인원 프리바이오틱스 유산균 12박스(4.3g*30포*12박스)+체험분 10포(4.3g*10포) | 원산지 : 상품정보 참조	원데이	[방송에서만 50프로 세일]원데이 올인원 프리바이오틱스 유산균 12박스(4.3g*30포*12박스)+체험분 10포(4.3g*10포) | 원산지 : 상품정보 참조	단순	00:31	01:31	60	9450000		식품	189000	https://live.ecomm-data.com/report/hsshow/3d87881c2450816935d3b0b89886ce72	https://www.skstoa.com/display/goods/52122279
SK스토아	20260617	00:31	01:31	60	(방송에서만 아보카도오일 2병 더) 락토핏 맥스19 유산균 20개월분+1개월분 더 (21개월분)+아보카도오일 2병 | 원산지 : 상품정보 참조	락토핏	(방송에서만 아보카도오일 2병 더) 락토핏 맥스19 유산균 20개월분+1개월분 더 (21개월분)+아보카도오일 2병 | 원산지 : 상품정보 참조	단순	00:31	01:31	60	4100000		식품	173000	https://live.ecomm-data.com/report/hsshow/439087a9fb0f2ef8273af52ea48a004e	https://www.skstoa.com/display/goods/64443693
KT알파쇼핑	20260617	00:36	01:38	62	라이나생명_간편건강보험	라이나생명	라이나생명_간편건강보험	단순	00:36	01:38	62	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/899d7c298124fc7703382de144ecec6c	https://m.kshop.co.kr/display/product/8304125
신세계쇼핑	20260617	00:37	01:38	61	6월 차맵 신차장기렌터카 무료비교견적 서비스	6월	6월 차맵 신차장기렌터카 무료비교견적 서비스	단순	00:37	01:38	61	0		가구/인테리어	0	https://live.ecomm-data.com/report/hsshow/7c2f19359457b5de756f7d2da916c644	https://www.shinsegaetvshopping.com/display/detail/1001203336
GS홈쇼핑 마이샵	20260617	00:38	01:39	61	오보아 클린에어 날개없는 선풍기	오보아	오보아 클린에어 날개없는 선풍기	단순	00:38	01:39	61	11424000		디지털/가전	104000	https://live.ecomm-data.com/report/hsshow/d252c06b7fcc105dcb1545dc27714161	https://www.gsshop.com/prd/prd.gs?prdid=1119661990&brddate=20260620015000&pgmID=872&ordChannel=WE&tveshop=Y
롯데원티비	20260617	00:40	01:20	40	[더턴] ☆더턴 드림파워 건강팔찌 클래식 + [방송중에만]블랑 테니스 주얼리 3종세트	☆더턴	[더턴] ☆더턴 드림파워 건강팔찌 클래식 + [방송중에만]블랑 테니스 주얼리 3종세트	단순	00:40	01:20	40	3614000		생활/건강	139000	https://live.ecomm-data.com/report/hsshow/a5bdbf3349b08811b068b03780816232	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12862195
NS홈쇼핑 샵플러스	20260617	00:42	01:43	61	하라즈때필링1	하라즈때필링1	하라즈때필링1	복합	00:42	01:43	61	9579200		화장품/미용	58900	https://live.ecomm-data.com/report/hsshow/f72f6b7ee06cbf69c55b84ba8bc63659	https://m.nsmall.com/goods/35961967
CJ온스타일 플러스	20260617	00:45	01:45	60	26SUMMER 천연소가죽 피셔맨 샌들	26SUMMER	26SUMMER 천연소가죽 피셔맨 샌들	단순	00:45	01:45	60	17101000		패션잡화	69800	https://live.ecomm-data.com/report/hsshow/8d6e94f7652947ff9e62d2cd5636a181	https://display.cjonstyle.com/p/item/2086078777
쇼핑엔티	20260617	00:52	01:52	60	컬러딥 메이크업 이레이져 실속구성 	컬러딥	컬러딥 메이크업 이레이져 실속구성 	단순	00:52	01:52	60	6991200		화장품/미용	68900	https://live.ecomm-data.com/report/hsshow/2ce1ea7bcfb6e97949477601f04f28ee	https://www.shoppingntmall.com/display/goods/26174895
GS홈쇼핑	20260617	01:00	02:00	60	(무)흥국생명다사랑암보험	흥국생명다사랑암보험	(무)흥국생명다사랑암보험	단순	01:00	02:00	60	0			None	https://live.ecomm-data.com/report/hsshow/012a6d496b3d4c32624c10c5a2302ef5	None
롯데홈쇼핑	20260617	01:00	01:55	55	[방송에서만 6+6박스] 플로네아 방탄 올리브 레몬샷 12박스(10g x 14포 x 12박스)	플로네아	[방송에서만 6+6박스] 플로네아 방탄 올리브 레몬샷 12박스(10g x 14포 x 12박스)	단순	01:00	01:55	55	1791000		식품	199000	https://live.ecomm-data.com/report/hsshow/19e2f8a55b243435494004bb7813f505	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12891716
공영쇼핑	20260617	01:00	02:00	60	[리뉴얼] 레드플러스청양구기자17통+스푼5개_R	레드플러스청양구기자17통+스푼5개_R	[리뉴얼] 레드플러스청양구기자17통+스푼5개_R	단순	01:00	02:00	60	15326000		식품	0	https://live.ecomm-data.com/report/hsshow/1bbc8674b5b933a463f9cb04762c5b73	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11945703
NS홈쇼핑	20260617	01:00	02:01	61	히트상품 앵콜방송1부	이시형	히트상품 앵콜방송1부	단순	01:00	02:01	61	19809000		생활/건강	399000	https://live.ecomm-data.com/report/hsshow/8143f8aff06c1288b9885ee696d9f07e	https://m.nsmall.com/goods/35999295
현대홈쇼핑	20260617	01:00	01:51	51	[ESCADA SPORT] 에스카다 스포츠 26SS 로고 미니백	에스카다	[ESCADA SPORT] 에스카다 스포츠 26SS 로고 미니백	단순	01:00	01:51	51	170548000		스포츠/레저	299000	https://live.ecomm-data.com/report/hsshow/c014d8f9f16c02a611b5220958831db5	https://www.hmall.com/md/pda/itemPtc?slitmCd=2247031643
CJ온스타일	20260617	01:00	01:30	30	유기농 애사비	유기농	유기농 애사비	단순	01:00	01:30	30	3707600		식품	29900	https://live.ecomm-data.com/report/hsshow/cfa6e0dc3257b31a1748449dc9a6efdf	https://display.cjonstyle.com/p/item/2058429361
롯데원티비	20260617	01:20	02:00	40	[방송에서만 초특가] 무중력 구름 방석 4개 세트	무중력	[방송에서만 초특가] 무중력 구름 방석 4개 세트	단순	01:20	02:00	40	2280800		생활/건강	49800	https://live.ecomm-data.com/report/hsshow/3dd3939a49644a91501426fe7587ecae	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12904016
CJ온스타일	20260617	01:30	02:40	70	[공식正品] SK/LK 듀라론-쿨100% 민트라벨 최고사양 냉감패드 2종세트	SK/LK	[공식正品] SK/LK 듀라론-쿨100% 민트라벨 최고사양 냉감패드 2종세트	복합	01:30	02:40	70	20876000		가구/인테리어	189000	https://live.ecomm-data.com/report/hsshow/50d80ef58bc07ae8de6fa934947b7101	https://display.cjonstyle.com/p/item/2084633849
SK스토아	20260617	01:31	02:11	40	[초특가] 샤인 후드 집업 점퍼	샤인	[초특가] 샤인 후드 집업 점퍼	단순	01:31	02:11	40	9179300		패션의류	29900	https://live.ecomm-data.com/report/hsshow/658ef9394bf97d05544329a8cc62b97a	https://www.skstoa.com/display/goods/45267017
KT알파쇼핑	20260617	01:36	02:38	62	일동후디스_하이뮨	일동후디스_하이뮨	일동후디스_하이뮨	복합	01:36	02:38	62	14966000		식품	288000	https://live.ecomm-data.com/report/hsshow/02ca4875d138b7acedf2db5c40f7eab1	https://m.kshop.co.kr/display/product/8910723
신세계쇼핑	20260617	01:38	02:39	61	[26여름 최신상] 엘라코닉 실크혼방 리본  풀오버 	엘라코닉	[26여름 최신상] 엘라코닉 실크혼방 리본  풀오버 	단순	01:38	02:39	61	27369000		패션의류	79000	https://live.ecomm-data.com/report/hsshow/fe4f61b5eba7302f13e63955e9dd0efa	https://www.shinsegaetvshopping.com/display/detail/20071336
현대홈쇼핑 플러스샵	20260617	01:40	02:20	40	[소신] 어드밴스드 루테인지아잔틴 12개월 	소신	[소신] 어드밴스드 루테인지아잔틴 12개월 	단순	01:40	02:20	40	1197600		식품	199600	https://live.ecomm-data.com/report/hsshow/c732b418e1ffba1e2314a012645eb58f	https://www.hmall.com/md/pda/itemPtc?slitmCd=2248970971
