channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link	product_link
NS홈쇼핑	20260614	00:15	00:36	21	보험 2부	에이플러스에셋	보험 2부	단순	00:15	00:36	21	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/c4ed4c65371aab53d5a9519cb7a8e86b	https://m.nsmall.com/goods/35485759
SK스토아	20260614	00:21	01:21	60	(방송에서만 50프로세일)●골드 카무트효소 10박스 + 파로 280g X 3봉 + 파로효소캡슐레이션 1박스● | 원산지 : 상품정보 참조	●골드	(방송에서만 50프로세일)●골드 카무트효소 10박스 + 파로 280g X 3봉 + 파로효소캡슐레이션 1박스● | 원산지 : 상품정보 참조	단순	00:21	01:21	60	56875000		식품	175000	https://live.ecomm-data.com/report/hsshow/f9eea75ed8935f5300d693a0b1b17281	https://www.skstoa.com/display/goods/60449810
NS홈쇼핑 샵플러스	20260614	00:22	01:24	62	못난이사과1	경북	못난이사과1	단순	00:22	01:24	62	30318600		식품	29900	https://live.ecomm-data.com/report/hsshow/6d6ee29ccbb5980a5142ba6d3c927a30	https://m.nsmall.com/goods/35929963
신세계쇼핑	20260614	00:27	01:28	61	방송에서만] 쏘헤어 아르간 너리싱 샴푸 1kg 4통  역대최다 무료체험 7ml 10매	방송에서만]	방송에서만] 쏘헤어 아르간 너리싱 샴푸 1kg 4통  역대최다 무료체험 7ml 10매	복합	00:27	01:28	61	36667700		화장품/미용	59900	https://live.ecomm-data.com/report/hsshow/f92246d20bad14f5ab8ddea01dd60aed	https://www.shinsegaetvshopping.com/display/detail/20071258
현대홈쇼핑	20260614	00:30	01:31	61	[무이자60개월][세일] 삼성 AI Mini LED TV 85형 [KU85MH80AFXKR] (사은품 : 삼성 사운드바)	삼성	[무이자60개월][세일] 삼성 AI Mini LED TV 85형 [KU85MH80AFXKR] (사은품 : 삼성 사운드바)	단순	00:30	01:31	61	103560000		디지털/가전	3090000	https://live.ecomm-data.com/report/hsshow/7a2815fe860d2221f64029f9a3b8a51f	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251155372
쇼핑엔티	20260614	00:32	01:33	61	청담스타일 파워 볼륨 고데기 1+1 	청담스타일	청담스타일 파워 볼륨 고데기 1+1 	단순	00:32	01:33	61	14915100		디지털/가전	59900	https://live.ecomm-data.com/report/hsshow/f6f1b8d56b1f984fa0433b5eb57d228e	https://www.shoppingntmall.com/display/goods/27976808
NS홈쇼핑	20260614	00:35	00:56	21	보험 3부	에이플러스에셋	보험 3부	단순	00:35	00:56	21	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/c973a7c7a89e98d483e9f9eb084f3321	https://m.nsmall.com/goods/35485759
KT알파쇼핑	20260614	00:36	01:38	62	라끄베르_알로에기초세트	방송에서만	라끄베르_알로에기초세트	단순	00:36	01:38	62	22149000		화장품/미용	69000	https://live.ecomm-data.com/report/hsshow/c4fad7719f3fa9b3e3a0a69082df4477	https://m.kshop.co.kr/display/product/8625630
GS홈쇼핑 마이샵	20260614	00:38	01:39	61	[방송에서만 더블세트] 락앤락 스마트킵 프래쉬 신선밀폐용기 22종	락앤락	[방송에서만 더블세트] 락앤락 스마트킵 프래쉬 신선밀폐용기 22종	단순	00:38	01:39	61	32666400		생활/건강	69800	https://live.ecomm-data.com/report/hsshow/8adcfef96ef7075c15322a2438845ef5	https://www.gsshop.com/prd/prd.gs?prdid=1081719360&brddate=20260711133700&pgmID=6995&ordChannel=WE&tveshop=Y
롯데원티비	20260614	00:40	01:20	40	[바이브리짓] ○(런칭가 79,900원) 26SS 시어서커 후드 자켓 3종	바이브리짓	[바이브리짓] ○(런칭가 79,900원) 26SS 시어서커 후드 자켓 3종	단순	00:40	01:20	40	11526900		패션의류	49900	https://live.ecomm-data.com/report/hsshow/d6c07fc993929e6244fc85e06dbb0d64	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12894263
