channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link	product_link
현대홈쇼핑 플러스샵	20260605	00:20	01:20	60	[TINASHE] 티나쉐 인견 프린트 라운지웨어 5종 (원피스+반팔셋업+나시셋업) (L501)	티나쉐	[TINASHE] 티나쉐 인견 프린트 라운지웨어 5종 (원피스+반팔셋업+나시셋업) (L501)	단순	00:20	01:20	60	43331400		패션의류	39900	https://live.ecomm-data.com/report/hsshow/61bf9c17a16f20092a26ba6119a5f73e	https://www.hmall.com/md/pda/itemPtc?slitmCd=2233992684
SK스토아	20260605	00:31	01:31	60	O또걸려도또받는 간편한암보험(리모컨써큘레이터)	O또걸려도또받는	O또걸려도또받는 간편한암보험(리모컨써큘레이터)	단순	00:31	01:31	60	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/a157c38f2d07e06185e6b51992233457	https://www.skstoa.com/display/goods/63114974
쇼핑엔티	20260605	00:32	01:32	60	라이나생명 (무)새로담는간편건강보험(해약환급금미지급형_갱신형)	라이나생명	라이나생명 (무)새로담는간편건강보험(해약환급금미지급형_갱신형)	단순	00:32	01:32	60	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/1cc422e51dbf6cec3b11c6bde467fbd9	https://www.shoppingntmall.com/display/goods/23331640
KT알파쇼핑	20260605	00:36	01:38	62	DB손해보험_운전자보험	DB손해보험	DB손해보험_운전자보험	단순	00:36	01:38	62	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/e0f1e375dadc316ab62afeefa986349c	https://m.kshop.co.kr/display/product/8864408
신세계쇼핑	20260605	00:37	01:38	61	20071523 흥국화재 365간병 집중플랜(0121,건)-저압압력솥	0121,건	20071523 흥국화재 365간병 집중플랜(0121,건)-저압압력솥	단순	00:37	01:38	61	0		생활/건강	0	https://live.ecomm-data.com/report/hsshow/8b5bb1bbf9d1c89b334f43a887481671	https://www.shinsegaetvshopping.com/display/detail/20071523
롯데원티비	20260605	00:40	01:20	40	[나에노] ☆방송중에만 / 본품 무료체험☆ 프리미엄 퓨어머스크향 세탁세제 3L x 8개 + 섬유유연제 3L x 2개	☆방송중에만	[나에노] ☆방송중에만 / 본품 무료체험☆ 프리미엄 퓨어머스크향 세탁세제 3L x 8개 + 섬유유연제 3L x 2개	복합	00:40	01:20	40	4126200		생활/건강	59800	https://live.ecomm-data.com/report/hsshow/c904357e9671c937fa410f89c4f310a1	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12889972
NS홈쇼핑 샵플러스	20260605	00:42	01:45	63	반건조오징어 1	구룡포	반건조오징어 1	단순	00:42	01:45	63	14132000		식품	40900	https://live.ecomm-data.com/report/hsshow/0d6d1129940dc907279e42c564142587	https://m.nsmall.com/goods/35858351
CJ온스타일 플러스	20260605	00:45	01:45	60	[50%Sale] 골드카무트 효소 30포 X 10박스 + 파로3봉 + 복부마사지기	골드카무트	[50%Sale] 골드카무트 효소 30포 X 10박스 + 파로3봉 + 복부마사지기	단순	00:45	01:45	60	39025000		식품	175000	https://live.ecomm-data.com/report/hsshow/22de70a5b82c2d5eeca991e9af9aaf63	https://display.cjonstyle.com/p/item/2080242077
GS홈쇼핑 마이샵	20260605	00:58	01:39	41	오트리 고메넛츠 퓨어 16g 100입	오트리	오트리 고메넛츠 퓨어 16g 100입	단순	00:58	01:39	41	10878200		식품	99800	https://live.ecomm-data.com/report/hsshow/77169e1c98a7bd68cde5665a77f74f74	https://www.gsshop.com/prd/prd.gs?prdid=1104194832&brddate=20260712183800&pgmID=6997&ordChannel=WE&tveshop=Y
NS홈쇼핑	20260605	01:00	02:01	61	히트상품 앵콜방송1부	히트상품	히트상품 앵콜방송1부	복합	01:00	02:01	61	18947900		식품	23900	https://live.ecomm-data.com/report/hsshow/0ac7cd02887d6c29f603762221152667	https://m.nsmall.com/goods/35689349
공영쇼핑	20260605	01:00	02:00	60	26년 햇 제주 生블루베리 100g*6팩	26년	26년 햇 제주 生블루베리 100g*6팩	단순	01:00	02:00	60	24009700		식품	0	https://live.ecomm-data.com/report/hsshow/1962ef11d80302843152f6a28b6d793b	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11939467
현대홈쇼핑	20260605	01:00	01:51	51	머티리얼랩 26SS 20데니아 에어리 후드 자켓	머티리얼랩	머티리얼랩 26SS 20데니아 에어리 후드 자켓	단순	01:00	01:51	51	92917000		패션의류	79000	https://live.ecomm-data.com/report/hsshow/2bb079ee934ce8956fa3e1fb59e76772	https://www.hmall.com/md/pda/itemPtc?slitmCd=2249194208
CJ온스타일	20260605	01:00	02:00	60	스킨핏 에센셜 커버플러스 끈형	스킨핏	스킨핏 에센셜 커버플러스 끈형	복합	01:00	02:00	60	34720700		패션의류	119900	https://live.ecomm-data.com/report/hsshow/49cdb0579f25e3869b91048a2b630dd2	https://display.cjonstyle.com/p/item/2085465087
홈앤쇼핑	20260605	01:00	02:00	60	[데미안(DEMIAN)] 26SS 루미엘라 쉬폰 헤리티지 오픈 카라 썸머 원피스 1종 + 벨트 1종 (총 2종)(블랙,네이비)	26SS	[데미안(DEMIAN)] 26SS 루미엘라 쉬폰 헤리티지 오픈 카라 썸머 원피스 1종 + 벨트 1종 (총 2종)(블랙,네이비)	단순	01:00	02:00	60	79122700		패션의류	69900	https://live.ecomm-data.com/report/hsshow/5270a7e1ab829db5ab5ee00002522767	http://www.hnsmall.com/display/goods.do?goods_code=80212064
롯데홈쇼핑	20260605	01:00	02:00	60	[3.1 필립림 스튜디오] 26SS NEW 이집션 GIZA 코튼100 여성 티셔츠 3종	26SS	[3.1 필립림 스튜디오] 26SS NEW 이집션 GIZA 코튼100 여성 티셔츠 3종	단순	01:00	02:00	60	16170000		패션의류	99000	https://live.ecomm-data.com/report/hsshow/8c4ff7cdce917bef18e0d9f6141f02eb	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12891062
