channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link	product_link
NS홈쇼핑	20260626	00:15	00:36	21	보험 2부	하나더스마트여성건강보험	보험 2부	단순	00:15	00:36	21	0	보험	여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/3e396f6c3bf87a7b537033a3cecad9b7	https://m.nsmall.com/goods/35969892
SK스토아	20260626	00:31	01:31	60	율무팩 180ML 3개 +스파출라 1개	율무팩	율무팩 180ML 3개 +스파출라 1개	단순	00:31	01:31	60	26532800	건강식품	화장품/미용	69800	https://live.ecomm-data.com/report/hsshow/c860568e7c5ab262eee6ea85f64158fb	https://www.skstoa.com/display/goods/65491481
쇼핑엔티	20260626	00:32	01:32	60	라이나생명 (무)새로담는간편건강보험(해약환급금미지급형_갱신형)	라이나생명	라이나생명 (무)새로담는간편건강보험(해약환급금미지급형_갱신형)	단순	00:32	01:32	60	0	보험	여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/a8dabc67a4723edee2c063e415af25da	https://www.shoppingntmall.com/display/goods/23331640
NS홈쇼핑	20260626	00:35	00:56	21	보험 3부	하나더스마트여성건강보험	보험 3부	단순	00:35	00:56	21	0	보험	여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/863e1dcd81034b0a2a7f0c534b1ea462	https://m.nsmall.com/goods/35969892
신세계쇼핑	20260626	00:37	01:38	61	20073131 DB운전자 한문철의 초기대응플랜-날개없는선풍기(0506.정)	0506.정	20073131 DB운전자 한문철의 초기대응플랜-날개없는선풍기(0506.정)	단순	00:37	01:38	61	0	일반식품	디지털/가전	0	https://live.ecomm-data.com/report/hsshow/81da7846b37a39582e37277989989f41	https://www.shinsegaetvshopping.com/display/detail/20073131
KT알파쇼핑	20260626	00:40	01:43	63	메리츠화재_암보험(또또)	메리츠화재	메리츠화재_암보험(또또)	단순	00:40	01:43	63	0	보험	여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/0b66b19b4d3de9d121e8423eeaa14c96	https://m.kshop.co.kr/display/product/8989564
현대홈쇼핑 플러스샵	20260626	00:40	01:20	40	[TINASHE] 티나쉐 인견 프린트 라운지웨어 5종 (원피스+반팔셋업+나시셋업) (L501)	티나쉐	[TINASHE] 티나쉐 인견 프린트 라운지웨어 5종 (원피스+반팔셋업+나시셋업) (L501)	단순	00:40	01:20	40	16837800		패션의류	39900	https://live.ecomm-data.com/report/hsshow/ddff899e3d12b221553c9270776886af	https://www.hmall.com/md/pda/itemPtc?slitmCd=2233992684
롯데원티비	20260626	00:40	01:20	40	[은나노스텝] ★롯데단독 최대용량★[더블] 은나노스텝  파인오일 다용도 500mlx2통 + 다용도 리필용 1,000mlx7통	★롯데단독	[은나노스텝] ★롯데단독 최대용량★[더블] 은나노스텝  파인오일 다용도 500mlx2통 + 다용도 리필용 1,000mlx7통	복합	00:40	01:20	40	2793000		식품	79800	https://live.ecomm-data.com/report/hsshow/e8597affb0b7f87ad4114ed6df75d588	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12911778
NS홈쇼핑 샵플러스	20260626	00:42	01:43	61	주원산 훈제오리 1	주원산오리	주원산 훈제오리 1	단순	00:42	01:43	61	13167000		식품	39900	https://live.ecomm-data.com/report/hsshow/17118f28bc7ebdf45db5f96b55c8488c	https://m.nsmall.com/goods/35928083
CJ온스타일 플러스	20260626	00:45	01:45	60	[온플]카빌리지 신차장기렌터카 비교견적	카빌리지	[온플]카빌리지 신차장기렌터카 비교견적	단순	00:45	01:45	60	0		여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/3fb1f2d8b21725624bb4d2f789568930	https://display.cjonstyle.com/p/item/2020150458
