channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link	product_link
NS홈쇼핑	20260627	00:10	00:31	21	보험 2부	하나더퍼스트3N5건강보험+	보험 2부	단순	00:10	00:31	21	0	보험	여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/d4174d1dbadd16de8e74348f6eb62fa0	https://m.nsmall.com/goods/36005829
NS홈쇼핑	20260627	00:30	00:51	21	보험 3부	하나더퍼스트3N5건강보험+	보험 3부	단순	00:30	00:51	21	0	보험	여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/cb7505c727fdf203cf0e88bf69759171	https://m.nsmall.com/goods/36005829
SK스토아	20260627	00:31	01:31	60	(방송중에만3팩더) 삼원가든 얼큰 육개장 350g*13팩 | 원산지 : 상품정보 참조	삼원가든	(방송중에만3팩더) 삼원가든 얼큰 육개장 350g*13팩 | 원산지 : 상품정보 참조	단순	00:31	01:31	60	16752600	일반식품	식품	37900	https://live.ecomm-data.com/report/hsshow/cf9abe5566d0adc817fb168241969bb9	https://www.skstoa.com/display/goods/43412370
SK스토아	20260627	00:31	01:31	60	(방송에서만10프로즉시할인) 워커힐 고메 아이스크림 4종 20팩 (딸기5/초코5/망고바나나5/치즈5) | 원산지 : 상품정보 참조	워커힐	(방송에서만10프로즉시할인) 워커힐 고메 아이스크림 4종 20팩 (딸기5/초코5/망고바나나5/치즈5) | 원산지 : 상품정보 참조	단순	00:31	01:31	60	30176190	일반식품	식품	64900	https://live.ecomm-data.com/report/hsshow/fd34ce3148d6e08a41a4944f966d5c2d	https://www.skstoa.com/display/goods/57559562
쇼핑엔티	20260627	00:32	01:32	60	(A)[무]흥국생명 다사랑 암보험(사은품 레오폴디 후라이팬 3종)	흥국생명	(A)[무]흥국생명 다사랑 암보험(사은품 레오폴디 후라이팬 3종)	단순	00:32	01:32	60	0	보험	여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/7a9ddfcf57abb1346b12e02d71c84a8b	https://www.shoppingntmall.com/display/goods/27812165
신세계쇼핑	20260627	00:37	01:38	61	[단독! 최신상!] 닥터3 엑소좀 리페어 글로우 팩트 (본품10g*2개 + 리필10g*3개) 	닥터3	[단독! 최신상!] 닥터3 엑소좀 리페어 글로우 팩트 (본품10g*2개 + 리필10g*3개) 	단순	00:37	01:38	61	56438300	미용	화장품/미용	62900	https://live.ecomm-data.com/report/hsshow/b0b33c8d699a3aafe3cb0bb02a7a0f3f	https://www.shinsegaetvshopping.com/display/detail/1000789736
GS홈쇼핑 마이샵	20260627	00:38	01:39	61	[자코모] 바스토 3인 럭스 통가죽 천연면피 소가죽 소파+쿠션1개	바스토	[자코모] 바스토 3인 럭스 통가죽 천연면피 소가죽 소파+쿠션1개	단순	00:38	01:39	61	36936000		가구/인테리어	2849000	https://live.ecomm-data.com/report/hsshow/12691ac1804f6354bb49d686cab4fe85	https://www.gsshop.com/prd/prd.gs?prdid=1087509821&brddate=20260716233800&pgmID=13315&ordChannel=WE&tveshop=Y
KT알파쇼핑	20260627	00:38	01:40	62	교원투어_중국여행	교원투어	교원투어_중국여행	단순	00:38	01:40	62	0	여행	여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/e947d59f5bff5d99d1c5451b08654203	https://m.kshop.co.kr/display/product/9486619
현대홈쇼핑 플러스샵	20260627	00:40	01:20	40	신정애 원장의 싹빼 다이어트 환 4+1박스	신정애	신정애 원장의 싹빼 다이어트 환 4+1박스	단순	00:40	01:20	40	8217000		식품	98000	https://live.ecomm-data.com/report/hsshow/2df7ff2bba85f5080322e6733b6f1b04	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251617323
롯데원티비	20260627	00:40	01:20	40	[페이유에] 페이유에 ★공식수입원 正品★ 1920 프렌치 스니커즈	페이유에	[페이유에] 페이유에 ★공식수입원 正品★ 1920 프렌치 스니커즈	단순	00:40	01:20	40	11470700		패션잡화	44900	https://live.ecomm-data.com/report/hsshow/7524c326d81655eea9b0bae81afc113b	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12896515
NS홈쇼핑 샵플러스	20260627	00:42	01:43	61	LG샤프란1	LG생활건강	LG샤프란1	단순	00:42	01:43	61	16610300		생활/건강	38900	https://live.ecomm-data.com/report/hsshow/8e97b353921eaf6c54feadde2a271998	https://m.nsmall.com/goods/35924731
CJ온스타일 플러스	20260627	00:45	01:45	60	(직) [50%sale] 골드카무트 효소 12박스+파로5봉+저당밥솥	골드카무트	(직) [50%sale] 골드카무트 효소 12박스+파로5봉+저당밥솥	단순	00:45	01:45	60	35838000		식품	198000	https://live.ecomm-data.com/report/hsshow/1cac4e24cc51fcc5e35a63eb5233b25a	https://display.cjonstyle.com/p/item/2087066445
NS홈쇼핑	20260627	00:50	00:56	6	보험 4부	하나손보	보험 4부	단순	00:50	00:56	6	0	보험	여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/f2822d74d72521a13179e76f6edfca57	https://m.nsmall.com/goods/35920702
NS홈쇼핑	20260627	00:55	01:01	6	보험 5부	하나손보	보험 5부	단순	00:55	01:01	6	0	보험	여가/생활편의	0	https://live.ecomm-data.com/report/hsshow/8d8808ceb25b7f483fb521dfe21994bb	https://m.nsmall.com/goods/35920702
홈앤쇼핑	20260627	01:00	02:00	60	[안지크]26SS 엣지 플레어 티블라우스 6종	26SS	[안지크]26SS 엣지 플레어 티블라우스 6종	단순	01:00	02:00	60	65604000	의류	패션의류	66000	https://live.ecomm-data.com/report/hsshow/2fa2808e4ab6348d515733354a2f87ca	http://www.hnsmall.com/display/goods.do?goods_code=74925709
롯데홈쇼핑	20260627	01:00	01:55	55	[지엔씨] 방송최다♥[8+2박스] 비피도핏 다이어트 10박스(1박스: 450mg X 30캡슐 )	지엔씨	[지엔씨] 방송최다♥[8+2박스] 비피도핏 다이어트 10박스(1박스: 450mg X 30캡슐 )	단순	01:00	01:55	55	46144000	건강식품	식품	299000	https://live.ecomm-data.com/report/hsshow/5bd534751f645bccfde84716c2f9b394	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12885611
공영쇼핑	20260627	01:00	02:00	60	천혜진선향쌀 1kg*10포+350g*3포	천혜진선향쌀	천혜진선향쌀 1kg*10포+350g*3포	단순	01:00	02:00	60	32573800	일반식품	식품	43900	https://live.ecomm-data.com/report/hsshow/ac7a4a213e65b1df8ba49cbc65a8317d	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11944225
NS홈쇼핑	20260627	01:00	02:01	61	히트상품 앵콜방송1부	히트상품	히트상품 앵콜방송1부	단순	01:00	02:01	61	21355200	일반식품	식품	376000	https://live.ecomm-data.com/report/hsshow/c8fc5ddee24fb161df3ebcbbef60b4dd	https://m.nsmall.com/goods/35797506
GS홈쇼핑	20260627	01:05	02:00	55	[리폼비 포함/직배수]삼성 비스포크 AI 스팀 울트라 로봇청소기 VR90F01SAGS	삼성	[리폼비 포함/직배수]삼성 비스포크 AI 스팀 울트라 로봇청소기 VR90F01SAGS	단순	01:05	02:00	55	128380000	가전	디지털/가전	2260000	https://live.ecomm-data.com/report/hsshow/aa54b477f53263f484ed7f388a94cf67	https://www.gsshop.com/prd/prd.gs?prdid=1121415717&brddate=20260627010500&pgmID=6589&ordChannel=WE&tveshop=Y
