channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link
롯데홈쇼핑	20260701	08:15	09:25	70	[RCBPC] ■ RCB POLO CLUB 26SS 여성 시어서커 블라우스 3종 (R610W)	RCBPC	[RCBPC] ■ RCB POLO CLUB 26SS 여성 시어서커 블라우스 3종 (R610W)	단순	08:15	09:25	70	263619900	의류	패션의류	59900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12910457
홈앤쇼핑	20260701	08:15	09:25	70	[방송에서만] 최신상 뷰티피플 철벽녀-에이징 리커버리 컨실러픽서쿠션 3개+리필3개+라탄파우치1개	최신상	[방송에서만] 최신상 뷰티피플 철벽녀-에이징 리커버리 컨실러픽서쿠션 3개+리필3개+라탄파우치1개	복합	08:15	09:25	70	95436900		화장품/미용	89900	http://www.hnsmall.com/display/goods.do?goods_code=81151950
현대홈쇼핑 플러스샵	20260701	08:20	09:20	60	땡스소윤 냉동실전용 밀폐용기 착한세트 13종+마스킹테이프	땡스소윤	땡스소윤 냉동실전용 밀폐용기 착한세트 13종+마스킹테이프	단순	08:20	09:20	60	76402300		생활/건강	49000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2242939125
공영쇼핑	20260701	08:20	09:20	60	[현대의료기] 황토 흙소파(온열가능) + 리프트테이블 + 전용패드	현대의료기	[현대의료기] 황토 흙소파(온열가능) + 리프트테이블 + 전용패드	단순	08:20	09:20	60	184216000	리빙/주방	가구/인테리어	499000	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11938086
NS홈쇼핑	20260701	08:30	09:31	61	스타일리스미니제트팬	스타일리스	스타일리스미니제트팬	단순	08:30	09:31	61	80414850	가전	디지털/가전	29800	https://m.nsmall.com/goods/36030796
KT알파쇼핑	20260701	08:30	09:31	61	레드캠프_냉감팬츠	레드캠프	레드캠프_냉감팬츠	단순	08:30	09:31	61	76013100	의류	스포츠/레저	59900	https://m.kshop.co.kr/display/product/8904935
SK스토아	20260701	08:31	09:31	60	26SS 여성 시어서커 에어리 셋업 3종 (F603W)	26SS	26SS 여성 시어서커 에어리 셋업 3종 (F603W)	단순	08:31	09:31	60	124887000	의류	패션의류	39900	https://www.skstoa.com/display/goods/58392837
신세계쇼핑	20260701	08:31	09:32	61	26년 최신상 케이실크 풍기인견 브라탑 3종(브이넥형)	케이실크	26년 케이실크 풍기인견 브라탑	복합	08:31	09:32	61	69683600	언더웨어	패션의류	59900	https://www.shinsegaetvshopping.com/display/detail/20072456
신세계쇼핑	20260701	08:31	09:32	61	26년 최신상 케이실크 풍기인견 브라탑 3종(브이넥형)	비비안	비비안 올인원 바디수트	복합	08:31	09:32	61	0	언더웨어	패션의류	59900	https://www.shinsegaetvshopping.com/display/detail/20073172
신세계쇼핑	20260701	08:31	09:32	61	(특가)비비안 올인원 바디수트 2종	케이실크	26년 케이실크 풍기인견 브라탑	복합	08:31	09:32	61	0	언더웨어	패션의류	59900	https://www.shinsegaetvshopping.com/display/detail/20072456
신세계쇼핑	20260701	08:31	09:32	61	(특가)비비안 올인원 바디수트 2종	비비안	비비안 올인원 바디수트	복합	08:31	09:32	61	29410900	언더웨어	패션의류	59900	https://www.shinsegaetvshopping.com/display/detail/20073172
쇼핑엔티	20260701	08:35	09:36	61	26SS CERINI by PAT 남성 여름 냉감 카라티 3종	26SS	26SS CERINI by PAT 남성 여름 냉감 카라티 3종	단순	08:35	09:36	61	61045400	의류	패션의류	69900	https://www.shoppingntmall.com/display/goods/28051867
GS홈쇼핑 마이샵	20260701	08:36	09:36	60	브루마스 26SS 천연소가죽 위빙 컴포트샌들	브루마스	브루마스 26SS 천연소가죽 위빙 컴포트샌들	단순	08:36	09:36	60	122590000		패션잡화	53820	https://www.gsshop.com/prd/prd.gs?prdid=1116805067&brddate=20260709143700&pgmID=6736&ordChannel=WE&tveshop=Y
롯데원티비	20260701	08:41	09:41	60	[비버리힐스폴로클럽] ○비버리힐스폴로클럽 26SS 여성 냉감 베이스레이어 5종	○비버리힐스폴로클럽	[비버리힐스폴로클럽] ○비버리힐스폴로클럽 26SS 여성 냉감 베이스레이어 5종	단순	08:41	09:41	60	17824500		패션의류	69900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12908724
NS홈쇼핑 샵플러스	20260701	08:41	09:42	61	라라쎄1	라라쎄	라라쎄1	단순	08:41	09:42	61	54568900		패션의류	59900	https://m.nsmall.com/goods/35954091
CJ온스타일 플러스	20260701	08:45	09:45	60	[26 SUMMER] 초경량 에어리쿨 브라팬티 4세트	초경량	[26 SUMMER] 초경량 에어리쿨 브라팬티 4세트	단순	08:45	09:45	60	132099800		패션의류	99900	https://display.cjonstyle.com/p/item/2082976146
CJ온스타일	20260701	09:20	10:25	65	26SS 투웨이 아일렛 원피스	지스튜디오	26SS 투웨이 아일렛 원피스	단순	09:20	10:25	65	669106200	의류	패션의류	119000	https://display.cjonstyle.com/p/item/2078630229?channelCode=30002002
공영쇼핑	20260701	09:20	10:25	65	다슬기명가[정옥] 국내산∙자연산 깐 다슬기 200g × 7팩	다슬기명가	다슬기명가[정옥] 국내산∙자연산 깐 다슬기 200g × 7팩	복합	09:20	10:25	65	112440000		식품	0	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11940439
현대홈쇼핑 플러스샵	20260701	09:20	10:40	80	인터쿡 토마호크 로스돔 3종 세트	인터쿡	인터쿡 토마호크 로스돔 3종 세트	단순	09:20	10:40	80	151837000		생활/건강	99000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2247721571
홈앤쇼핑	20260701	09:25	10:25	60	[AK앤클라인]26SS 썸머 크리즈 자켓 3종	AK앤클라인	[AK앤클라인]26SS 썸머 크리즈 자켓 3종	단순	09:25	10:25	60	220572000	의류	패션의류	66000	http://www.hnsmall.com/display/goods.do?goods_code=79660502
GS홈쇼핑	20260701	09:25	10:25	60	어바웃코지 냉감침구 풀세트 Q 퀸 (냉감패드2+냉감이불2+기능성냉감베개2)	어바웃코지	어바웃코지 냉감침구 풀세트 Q 퀸 (냉감패드2+냉감이불2+기능성냉감베개2)	단순	09:25	10:25	60	201478000	리빙/주방	가구/인테리어	119900	https://www.gsshop.com/prd/prd.gs?prdid=1118641892&brddate=20260701092500&pgmID=6740&ordChannel=WE&tveshop=Y
롯데홈쇼핑	20260701	09:25	10:25	60	[K][방송에서만]기능성 냉감 패드 2장+냉감 베개커버 4장	루나앤슬립	[K][방송에서만]기능성 냉감 패드 2장+냉감 베개커버 4장	단순	09:25	10:25	60	62821200	리빙/주방	가구/인테리어	79900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12910282
KT알파쇼핑	20260701	09:30	10:32	62	라라츄_헤어커버	라라츄	라라츄_헤어커버	단순	09:30	10:32	62	83335700	미용	화장품/미용	79900	https://m.kshop.co.kr/display/product/8759756
NS홈쇼핑	20260701	09:30	10:22	52	국내산굴비	국내산	국내산굴비	단순	09:30	10:22	52	135819600	일반식품	생활/건강	39900	https://m.nsmall.com/goods/36030809
SK스토아	20260701	09:31	10:31	60	(방송에서만)라포레 글라스팝 용기 풀세트(밥용기 12개+ 유리찜기 1개)	라포레	(방송에서만)라포레 글라스팝 용기 풀세트(밥용기 12개+ 유리찜기 1개)	단순	09:31	10:31	60	86974400	리빙/주방	생활/건강	59800	https://www.skstoa.com/display/goods/63673225
신세계쇼핑	20260701	09:32	10:33	61	[NEW] [더블](방송에서만) 부하우스 압축파우치 6개 (특대형 4개+대형2개) *	부하우스	[NEW] [더블](방송에서만) 부하우스 압축파우치 6개 (특대형 4개+대형2개) *	단순	09:32	10:33	61	77190900	리빙/주방	가구/인테리어	158000	https://www.shinsegaetvshopping.com/display/detail/20069826
쇼핑엔티	20260701	09:35	10:35	60	(단독/베스트셀러) 26SS 벨리츠 NEW 인견 찰랑팬츠 4종	26SS	(단독/베스트셀러) 26SS 벨리츠 NEW 인견 찰랑팬츠 4종	단순	09:35	10:35	60	53398800	의류	패션의류	49900	https://www.shoppingntmall.com/display/goods/27961666
GS홈쇼핑 마이샵	20260701	09:36	10:36	60	스튜디오디페 26SS 크로쉐 후드 니트 재킷 2종[런칭 가격 79,900원]	스튜디오디페	스튜디오디페 26SS 크로쉐 후드 니트 재킷 2종[런칭 가격 79,900원]	단순	09:36	10:36	60	136904700		패션의류	71910	https://www.gsshop.com/prd/prd.gs?prdid=1102763170&brddate=20260701093600&pgmID=13307&ordChannel=WE&tveshop=Y
롯데원티비	20260701	09:41	10:41	60	[골드에이스앤코] ○ 24K 순금 시그니처 볼륨반지 더블 세트 + 24K 순금 행운 클로버 반지 + 24K 순금 포나인 골드 5종 + 파베 쌍반지	골드에이스앤코	[골드에이스앤코] ○ 24K 순금 시그니처 볼륨반지 더블 세트 + 24K 순금 행운 클로버 반지 + 24K 순금 포나인 골드 5종 + 파베 쌍반지	단순	09:41	10:41	60	48523000		패션잡화	898000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12910905
NS홈쇼핑 샵플러스	20260701	09:41	10:43	62	도티4	도티	도티4	단순	09:41	10:43	62	87824000		패션의류	49900	https://m.nsmall.com/goods/35928476
CJ온스타일 플러스	20260701	09:45	10:15	30	[최초가 99,000]요이츠 26SS 로맨틱플리츠 원피스	요이츠	[최초가 99,000]요이츠 26SS 로맨틱플리츠 원피스	복합	09:45	10:15	30	98321500		패션의류	79000	https://display.cjonstyle.com/p/item/2082074973
CJ온스타일 플러스	20260701	10:15	10:45	30	[최초가 69,900원] 26SS 멀티스트라이프 티셔츠 3종	26SS	[최초가 69,900원] 26SS 멀티스트라이프 티셔츠 3종	단순	10:15	10:45	30	60454600		패션의류	49900	https://display.cjonstyle.com/p/item/2084981573
NS홈쇼핑	20260701	10:20	11:22	62	에버콜라겐타임레티놀A	에버콜라겐	에버콜라겐타임레티놀A	단순	10:20	11:22	62	149034600	건강식품	식품	559000	https://m.nsmall.com/goods/36024461
홈앤쇼핑	20260701	10:25	11:35	70	[한국금자산운용] 실버 콤비클립 목걸이+팔찌 세트(선택1번 구매시 담수진주 목걸이) (전고객 포나인 실버 1g 3개, 자수정 팔찌)	실버	[한국금자산운용] 실버 콤비클립 목걸이+팔찌 세트(선택1번 구매시 담수진주 목걸이) (전고객 포나인 실버 1g 3개, 자수정 팔찌)	복합	10:25	11:35	70	300953000		패션잡화	385000	http://www.hnsmall.com/display/goods.do?goods_code=80792979
현대홈쇼핑	20260701	10:25	12:35	130	[3종] 머티리얼랩 26SS 피그먼트다잉 빈티지 반팔 티셔츠 	머티리얼랩	머티리얼랩 26SS 피그먼트다잉 빈티지 반팔 티셔츠	복합	10:25	12:35	130	338466000	의류	스포츠/레저	89000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2248457477&preview=true
현대홈쇼핑	20260701	10:25	12:35	130	[3종] 머티리얼랩 26SS 피그먼트다잉 빈티지 반팔 티셔츠 	에스카다 스포츠	에스카다 스포츠 26SS 와이드 버킷햇	복합	10:25	12:35	130	582674000	의류	스포츠/레저	149000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2250177500&preview=true
공영쇼핑	20260701	10:25	11:35	70	[감사제특집]도미솔김치 포기9kg+천수무3kg+깻잎0.5kg(총3종,12.5kg) 	도미솔김치	[감사제특집]도미솔김치 포기9kg+천수무3kg+깻잎0.5kg(총3종,12.5kg) 	단순	10:25	11:35	70	268442200	일반식품	식품	49900	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11948451
롯데홈쇼핑	20260701	10:25	11:35	70	[아비투먼트] ● 빅 포츈백 (+ 하트로프참)	아비투먼트	[아비투먼트] ● 빅 포츈백 (+ 하트로프참)	단순	10:25	11:35	70	148070000	잡화/주얼리	패션의류	49000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12911488
CJ온스타일	20260701	10:25	11:35	70	1. 수정픽 최다구성 GNC 비피도 핏 다이어트 유산균 8+2박스	동원GNC	1. 수정픽 최다구성 GNC 비피도 핏 다이어트 유산균 8+2박스	단순	10:25	11:35	70	188410000	건강식품	식품	299000	https://display.cjonstyle.com/p/item/2076476041?channelCode=30002002
GS홈쇼핑	20260701	10:25	11:36	71	까스텔바작 26SS 최신상 썸머 메탈 크라운 후드집업 가디건 1종 여성용	까스텔바작	까스텔바작 26SS 최신상 썸머 메탈 크라운 후드집업 가디건 1종 여성용	단순	10:25	11:36	71	429028000	의류	스포츠/레저	69000	https://www.gsshop.com/prd/prd.gs?prdid=1111702178&brddate=20260701102500&pgmID=13146&ordChannel=WE&tveshop=Y
KT알파쇼핑	20260701	10:30	11:33	63	닥터루템_알부민	닥터루템	닥터루템_알부민	단순	10:30	11:33	63	74844000	건강식품	식품	198000	https://m.kshop.co.kr/display/product/9278148
SK스토아	20260701	10:31	11:31	60	★SK단독!60만원 증정★쿠쿠정수기 _무료상담신청	★SK단독!60만원	★SK단독!60만원 증정★쿠쿠정수기 _무료상담신청	단순	10:31	11:31	60	0	일반렌탈	디지털/가전	0	https://www.skstoa.com/display/goods/61395979
신세계쇼핑	20260701	10:32	11:33	61	*최신상* [방송중 +3박스] 이시형 박사의 인생 마그네슘 영양제 6+3박스 / 총 9박스	이시형	*최신상* [방송중 +3박스] 이시형 박사의 인생 마그네슘 영양제 6+3박스 / 총 9박스	단순	10:32	11:33	61	192945000	건강식품	식품	279000	https://www.shinsegaetvshopping.com/display/detail/1000883647
쇼핑엔티	20260701	10:35	11:35	60	(방송에서만 3팩 더) 사조 숙성 훈제오리 180g x 10팩+3팩 / 총13팩	사조	(방송에서만 3팩 더) 사조 숙성 훈제오리 180g x 10팩+3팩 / 총13팩	단순	10:35	11:35	60	100698200	일반식품	식품	49900	https://www.shoppingntmall.com/display/goods/25112696
GS홈쇼핑 마이샵	20260701	10:36	11:36	60	[여성]르까프 액티브 쉴드 8종(쿨마스크*2종,쿨토시*4쌍,스포츠양말*2켤레)	르까프	[여성]르까프 액티브 쉴드 8종(쿨마스크*2종,쿨토시*4쌍,스포츠양말*2켤레)	단순	10:36	11:36	60	25416300		생활/건강	39900	https://www.gsshop.com/prd/prd.gs?prdid=1125495508&brddate=20260715055500&pgmID=6742&ordChannel=WE&tveshop=Y
현대홈쇼핑 플러스샵	20260701	10:40	11:20	40	[총20통][무료체험] 퓨레어(PurAir) 퍼퓸 탈취제 더블세트	퓨레어	[총20통][무료체험] 퓨레어(PurAir) 퍼퓸 탈취제 더블세트	단순	10:40	11:20	40	31838200		생활/건강	80820	https://www.hmall.com/md/pda/itemPtc?slitmCd=2241233693
롯데원티비	20260701	10:41	11:40	59	[라스튜디오] ○라스튜디오 26SS 여성 인견 100 슬리브리스 4종	○라스튜디오	[라스튜디오] ○라스튜디오 26SS 여성 인견 100 슬리브리스 4종	단순	10:41	11:40	59	44082000		패션의류	58900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12906412
NS홈쇼핑 샵플러스	20260701	10:41	11:43	62	자연산갈치1	이봉원	자연산갈치1	단순	10:41	11:43	62	71061900		식품	39900	https://m.nsmall.com/goods/35939206
CJ온스타일 플러스	20260701	10:45	11:45	60	[방송에서만] 164 루테인지아잔틴GR 15개월분	방송에서만	[방송에서만] 164 루테인지아잔틴GR 15개월분	복합	10:45	11:45	60	44443000		식품	199000	https://display.cjonstyle.com/p/item/2042388936
NS홈쇼핑	20260701	11:20	12:32	72	삼성에어컨	삼성	삼성에어컨	단순	11:20	12:32	72	153122000	가전	디지털/가전	2299000	https://m.nsmall.com/goods/35987939
현대홈쇼핑 플러스샵	20260701	11:20	12:00	40	루이까또즈 루이즈 버킷햇	루이까또즈	루이까또즈 루이즈 버킷햇	단순	11:20	12:00	40	22200000		패션잡화	44000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2250665846
KT알파쇼핑	20260701	11:30	12:33	63	브로킹_냉감소파패드	브로킹	브로킹_냉감소파패드	단순	11:30	12:33	63	32033700	리빙/주방	가구/인테리어	64900	https://m.kshop.co.kr/display/product/8781910
SK스토아	20260701	11:31	12:31	60	(최대용량)(방송에서만)에코센스 히트락 올트라이탄 밀폐용기 14종	에코센스	(최대용량)(방송에서만)에코센스 히트락 올트라이탄 밀폐용기 14종	단순	11:31	12:31	60	21226800	리빙/주방	생활/건강	79800	https://www.skstoa.com/display/goods/62653698
SK스토아	20260701	11:31	12:31	60	[50프로 세일]프리파라 브루클린 트라이탄 밀폐용기 20종	프리파라	[50프로 세일]프리파라 브루클린 트라이탄 밀폐용기 20종	단순	11:31	12:31	60	69139000	리빙/주방	생활/건강	79800	https://www.skstoa.com/display/goods/62653698
신세계쇼핑	20260701	11:32	12:33	61	(신세계쇼핑단독특가)피트인 인견 냉감 팬츠 4종+랜덤1종	피트인	(신세계쇼핑단독특가)피트인 인견 냉감 팬츠 4종+랜덤1종	단순	11:32	12:33	61	78243200	의류	패션의류	49900	https://www.shinsegaetvshopping.com/display/detail/20065657
쇼핑엔티	20260701	11:34	12:35	61	[초특가] 대원제약 아스타잔틴 루테인지아잔틴(아스타루지) 20개월분	대원제약	[초특가] 대원제약 아스타잔틴 루테인지아잔틴(아스타루지) 20개월분	단순	11:34	12:35	61	34086000	건강식품	식품	138000	https://www.shoppingntmall.com/display/goods/27963081
롯데홈쇼핑	20260701	11:35	11:55	20	[삼성화재] 무배당 삼성화재 우리집행복지킴이	삼성화재	[삼성화재] 무배당 삼성화재 우리집행복지킴이	단순	11:35	11:55	20	0	보험	생활/건강	0	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12908162
CJ온스타일	20260701	11:35	12:35	60	[최초가79,900원] 26SS 크로쉐 롱 가디건 2종	셀렙샵에디션	[최초가79,900원] 26SS 크로쉐 롱 가디건 2종	단순	11:35	12:35	60	132463600	의류	패션의류	59900	https://display.cjonstyle.com/p/item/2082982213?channelCode=30002002
홈앤쇼핑	20260701	11:35	12:40	65	[Tupperware] 2026 NEW 타파웨어 빅 T 텀블러 세트	타파웨어	[Tupperware] 2026 NEW 타파웨어 빅 T 텀블러 세트	단순	11:35	12:40	65	92123000	리빙/주방	생활/건강	129000	http://www.hnsmall.com/display/goods.do?goods_code=80951326
공영쇼핑	20260701	11:35	12:40	65	★품애복★ 1등급 훈제오리 10팩 (총 1.5kg)	★품애복★	★품애복★ 1등급 훈제오리 10팩 (총 1.5kg)	단순	11:35	12:40	65	96068700	일반식품	식품	29900	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11939072
GS홈쇼핑	20260701	11:35	12:35	60	레이델 폴리코사놀5 18박스 (총540정)	폴리코사놀	레이델 폴리코사놀5 18박스 (총540정)	단순	11:35	12:35	60	85741000	건강식품	식품	499000	https://www.gsshop.com/prd/prd.gs?prdid=1124295622&brddate=20260701113500&pgmID=13352&ordChannel=WE&tveshop=Y
GS홈쇼핑 마이샵	20260701	11:36	12:36	60	[블라우풍트] 스마트워치 BLP-SW331	스마트워치	[블라우풍트] 스마트워치 BLP-SW331	단순	11:36	12:36	60	45486000		디지털/가전	71820	https://www.gsshop.com/prd/prd.gs?prdid=1111968743&brddate=20260707042300&pgmID=872&ordChannel=WE&tveshop=Y
롯데원티비	20260701	11:40	12:40	60	[조르쥬 레쉬] ○26SS 새틴 셔링 블라우스 3종	○26SS	[조르쥬 레쉬] ○26SS 새틴 셔링 블라우스 3종	단순	11:40	12:40	60	22784500		패션의류	59900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12899103
NS홈쇼핑 샵플러스	20260701	11:41	12:42	61	샤크청소기1	샤크	샤크청소기1	단순	11:41	12:42	61	20118000		생활/건강	479000	https://m.nsmall.com/goods/35967245
CJ온스타일 플러스	20260701	11:45	12:45	60	[3만원인하] 26SS 린넨 블렌디드 메쉬 스트링 루즈핏 풀오버 3종	26SS	[3만원인하] 26SS 린넨 블렌디드 메쉬 스트링 루즈핏 풀오버 3종	단순	11:45	12:45	60	84580500		패션의류	49900	https://display.cjonstyle.com/p/item/2080101661
롯데홈쇼핑	20260701	11:55	12:35	40	[삼성화재] 삼성화재 고고 새로고침	삼성화재	[삼성화재] 삼성화재 고고 새로고침	단순	11:55	12:35	40	0	보험	생활/건강	0	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12880232
현대홈쇼핑 플러스샵	20260701	12:00	12:40	40	[솔솔랩][방송에서만] 냉감 국산 편백 베개 2개 세트	냉감	[솔솔랩][방송에서만] 냉감 국산 편백 베개 2개 세트	단순	12:00	12:40	40	20443500		가구/인테리어	59900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251274929
NS홈쇼핑	20260701	12:30	13:31	61	삼성에어컨 2부	삼성	삼성에어컨 2부	단순	12:30	13:31	61	174412000	가전	디지털/가전	2299000	https://m.nsmall.com/goods/35987939
KT알파쇼핑	20260701	12:31	13:33	62	일동후디스_하이뮨	일동후디스	일동후디스_하이뮨	단순	12:31	13:33	62	50871000	건강식품	식품	318000	https://m.kshop.co.kr/display/product/8910723
SK스토아	20260701	12:31	13:31	60	AGK BLDC 무엽  타워 서큘레이터	AGK	AGK BLDC 무엽  타워 서큘레이터	단순	12:31	13:31	60	22770000	가전	디지털/가전	109000	https://www.skstoa.com/display/goods/63529735
SK스토아	20260701	12:31	13:31	60	(원데이 특집 스킨 최다구성)라끄베르 콜라겐 기초 스킨 4병+에멀전 3병+크림 3병	라끄베르	(원데이 특집 스킨 최다구성)라끄베르 콜라겐 기초 스킨 4병+에멀전 3병+크림 3병	단순	12:31	13:31	60	21216000	가전	디지털/가전	109000	https://www.skstoa.com/display/goods/63529735
신세계쇼핑	20260701	12:33	13:34	61	[런칭가79,000원→1만원↓] 에디티드 브리즈 가디건 3종 	에디티드	[런칭가79,000원→1만원↓] 에디티드 브리즈 가디건 3종 	단순	12:33	13:34	61	118125000	의류	패션의류	69000	https://www.shinsegaetvshopping.com/display/detail/20070976
쇼핑엔티	20260701	12:34	13:35	61	[여름히트]오렐리안 풍기인견 냉감 브라탑 3종(런닝형)	풍기인견	[여름히트]오렐리안 풍기인견 냉감 브라탑 3종(런닝형)	단순	12:34	13:35	61	46118700	언더웨어	패션의류	59900	https://www.shoppingntmall.com/display/goods/20864912
GS홈쇼핑	20260701	12:35	13:35	60	한일전기 헤드분리 통세척 워셔블 써큘레이터 2대구성 (화이트/그린/옐로우/화이트+옐로우)	한일전기	한일전기 헤드분리 통세척 워셔블 써큘레이터 2대구성 (화이트/그린/옐로우/화이트+옐로우)	단순	12:35	13:35	60	78150000	가전	디지털/가전	288000	https://www.gsshop.com/prd/prd.gs?prdid=1118825282&brddate=20260701123500&pgmID=872&ordChannel=WE&tveshop=Y
롯데홈쇼핑	20260701	12:35	13:35	60	[나에노] ★방송중에만 30L / 본품한달 무료체험★ 프리미엄 퓨어머스크향 세탁세제 3L x 8개 + 섬유유연제 3L x 2개	나에노	[나에노] ★방송중에만 30L / 본품한달 무료체험★ 프리미엄 퓨어머스크향 세탁세제 3L x 8개 + 섬유유연제 3L x 2개	단순	12:35	13:35	60	24876800	리빙/주방	생활/건강	59800	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12897677
현대홈쇼핑	20260701	12:35	13:35	60	(방송에서만 이 가격) [메종노아] 보타닉가든 썸머 스프레드 3세트(SK)	메종노아	(방송에서만 이 가격) [메종노아] 보타닉가든 썸머 스프레드 3세트(SK)	단순	12:35	13:35	60	99871600	리빙/주방	가구/인테리어	89900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251675958&preview=true
CJ온스타일	20260701	12:35	13:35	60	[방송중 상담만 받아도 혜택](무)AIA 원스톱 프리미엄 암보험	AIA	[방송중 상담만 받아도 혜택](무)AIA 원스톱 프리미엄 암보험	단순	12:35	13:35	60	0	보험	여가/생활편의	0	https://display.cjonstyle.com/p/item/2076915664?channelCode=30002002
GS홈쇼핑 마이샵	20260701	12:36	13:37	61	[아이넥스] 클린엣지 스마트 플러스 식기건조대	클린엣지	[아이넥스] 클린엣지 스마트 플러스 식기건조대	단순	12:36	13:37	61	66490000		생활/건강	99000	https://www.gsshop.com/prd/prd.gs?prdid=1095571307&brddate=20260714035300&pgmID=6995&ordChannel=WE&tveshop=Y
홈앤쇼핑	20260701	12:40	13:30	50	[초특가][꼼빠니아] 블랙에디션 민소매 티블라우스 3종+메쉬 가디건 1종	꼼빠니아	[초특가][꼼빠니아] 블랙에디션 민소매 티블라우스 3종+메쉬 가디건 1종	단순	12:40	13:30	50	121695000	의류	패션의류	39900	http://www.hnsmall.com/display/goods.do?goods_code=80578328
공영쇼핑	20260701	12:40	13:40	60	[우리참바다][특대] 국내산 고등어120g×12팩+삼치150g×10팩	국내산	[우리참바다][특대] 국내산 고등어120g×12팩+삼치150g×10팩	단순	12:40	13:40	60	90706700	일반식품	식품	39900	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11948331
현대홈쇼핑 플러스샵	20260701	12:40	13:40	60	(방송중에만 이 구성) [SAKROOTS] 26SS 삭루츠 우양산 2종	26SS	(방송중에만 이 구성) [SAKROOTS] 26SS 삭루츠 우양산 2종	단순	12:40	13:40	60	63904500		패션잡화	69900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2250191247
롯데원티비	20260701	12:40	13:40	60	[베네통] 베네통 여성 사각팬티 6종	베네통	[베네통] 베네통 여성 사각팬티 6종	단순	12:40	13:40	60	18712500		패션의류	49900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12854557
NS홈쇼핑 샵플러스	20260701	12:41	13:42	61	해남땅끝마을김치1	해남	해남땅끝마을김치1	단순	12:41	13:42	61	53726400		식품	36900	https://m.nsmall.com/goods/36003396
CJ온스타일 플러스	20260701	12:45	13:45	60	[백화점가 219,000] 사나 나일론 버킷백	사나	[백화점가 219,000] 사나 나일론 버킷백	복합	12:45	13:45	60	106759000		패션잡화	139000	https://display.cjonstyle.com/p/item/2032169024
NS홈쇼핑	20260701	13:30	14:31	61	비에날씬프로	비에날씬	비에날씬프로	단순	13:30	14:31	61	89456000	건강식품	식품	548000	https://m.nsmall.com/goods/35802838
홈앤쇼핑	20260701	13:30	14:20	50	(방송에서만10%앱할인)[엘렌느] 26SS 썸머 릴렉스 링클프리 쿨 팬츠 4종	26SS	(방송에서만10%앱할인)[엘렌느] 26SS 썸머 릴렉스 링클프리 쿨 팬츠 4종	단순	13:30	14:20	50	169704800	의류	패션의류	55000	http://www.hnsmall.com/display/goods.do?goods_code=80459260
SK스토아	20260701	13:31	14:31	60	GG 로고 숄더백	GG	GG 로고 숄더백	단순	13:31	14:31	60	27720000	잡화/주얼리	패션의류	1980000	https://www.skstoa.com/display/goods/64450963
SK스토아	20260701	13:31	14:31	60	초경량 썸머 메리제인 워킹화 (여성)	초경량	초경량 썸머 메리제인 워킹화 (여성)	단순	13:31	14:31	60	14232400	잡화/주얼리	패션의류	1980000	https://www.skstoa.com/display/goods/64450963
SK스토아	20260701	13:31	14:31	60	간치니 로고 선글라스 (SF668S)	간치니	간치니 로고 선글라스 (SF668S)	단순	13:31	14:31	60	20664000	잡화/주얼리	패션의류	1980000	https://www.skstoa.com/display/goods/64450963
KT알파쇼핑	20260701	13:31	14:33	62	슈리오_메시컴포트화	슈리오	슈리오_메시컴포트화	단순	13:31	14:33	62	79529600	잡화/주얼리	패션잡화	59800	https://m.kshop.co.kr/display/product/8757619
SK스토아	20260701	13:31	14:31	60	뉴 벌리 바람막이	GG	GG 로고 숄더백	복합	13:31	14:31	60	71744000	잡화/주얼리	패션의류	1980000	https://www.skstoa.com/display/goods/64450963
