channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link
공영쇼핑	20260701	04:10	05:00	50	2026년 농협 햇 감자 10kg*1박스	2026	2026년 농협 햇 감자 10kg*1박스	단순	04:10	05:00	50	9681500	미용	식품	28900	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11946637
현대홈쇼핑	20260701	04:10	04:50	40	올라카일리 26SS parsley 나일론 시어 웨더점퍼1종	올라카일리	올라카일리 26SS parsley 나일론 시어 웨더점퍼1종	단순	04:10	04:50	40	55749000	의류	패션의류	119000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2250503852&preview=true
SK스토아	20260701	04:11	04:51	40	(1+1세트) 소옥 암막 자외선차단 양우산 2개 (하루+산책)	소옥	(1+1세트) 소옥 암막 자외선차단 양우산 2개 (하루+산책)	단순	04:11	04:51	40	5538900	리빙/주방	생활/건강	69900	https://www.skstoa.com/display/goods/61034056
롯데원티비	20260701	04:12	04:17	5	[블라우풍트] 블라우풍트 귀찌형 무선 이어폰 BLP-OE663	블라우풍트	[블라우풍트] 블라우풍트 귀찌형 무선 이어폰 BLP-OE663	단순	04:12	04:17	5	0		디지털/가전	179600	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912544
GS홈쇼핑 마이샵	20260701	04:13	04:34	21	[런칭49,900원]26신상 조아하다 프리사이즈 플리츠 상하의 3세트	26신상	[런칭49,900원]26신상 조아하다 프리사이즈 플리츠 상하의 3세트	단순	04:13	04:34	21	4668300		패션의류	37910	https://www.gsshop.com/prd/prd.gs?prdid=1110736735&brddate=20260715043400&pgmID=6753&ordChannel=WE&tveshop=Y
CJ온스타일 플러스	20260701	04:15	04:45	30	이태리공식수입 레베카 버킷백 LD1562	이태리공식수입	이태리공식수입 레베카 버킷백 LD1562	단순	04:15	04:45	30	1592000		패션잡화	398000	https://display.cjonstyle.com/p/item/2029229620
쇼핑엔티	20260701	04:17	04:37	20	[지니] 유기농 레몬즙 순수100 16박스	순수100	[지니] 유기농 레몬즙 순수100 16박스	단순	04:17	04:37	20	390000	건강식품	식품	195000	https://www.shoppingntmall.com/display/goods/28324459
롯데원티비	20260701	04:17	04:22	5	[블라우풍트] (1)블라우풍트 귀찌형 무선 이어폰 BLP-OE663	블라우풍트	[블라우풍트] (1)블라우풍트 귀찌형 무선 이어폰 BLP-OE663	단순	04:17	04:22	5	0		디지털/가전	179600	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912545
신세계쇼핑	20260701	04:19	04:30	11	보리담은 아이스 찰보리빵 총100개, 오리지널 60개 + 쑥아이스 20개 + 유자아이스20개(개당28g)	보리담은	보리담은 아이스 찰보리빵 총100개, 오리지널 60개 + 쑥아이스 20개 + 유자아이스20개(개당28g)	단순	04:19	04:30	11	837900	일반식품	식품	39900	https://www.shinsegaetvshopping.com/display/detail/20066544
롯데홈쇼핑	20260701	04:20	04:50	30	[키친스토리] 빅마마 부드럽고 담백한 국내산 병어 250g x10팩 (총 20미, 2.5kg)	키친스토리	[키친스토리] 빅마마 부드럽고 담백한 국내산 병어 250g x10팩 (총 20미, 2.5kg)	단순	04:20	04:50	30	1354700	일반식품	식품	58900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12901698
현대홈쇼핑 플러스샵	20260701	04:20	05:20	60	[방송에서만4+4]골드 카무트 효소 프리미엄 8박스	골드	[방송에서만4+4]골드 카무트 효소 프리미엄 8박스	단순	04:20	05:20	60	13068000		식품	98000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251247593
롯데원티비	20260701	04:22	04:27	5	[에버봄] △에버봄 노르딕 빌베리 퓨레 6박스(30g*12포*6박스)	△에버봄	[에버봄] △에버봄 노르딕 빌베리 퓨레 6박스(30g*12포*6박스)	단순	04:22	04:27	5	0		식품	195000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12911799
롯데원티비	20260701	04:27	04:32	5	[블라우풍트] (2)블라우풍트 귀찌형 무선 이어폰 BLP-OE663	블라우풍트	[블라우풍트] (2)블라우풍트 귀찌형 무선 이어폰 BLP-OE663	단순	04:27	04:32	5	179600		디지털/가전	179600	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912547
KT알파쇼핑	20260701	04:29	05:30	61	르투아_원피스복합(26SS)	26SS	르투아_원피스복합(26SS)	단순	04:29	05:30	61	29095000	의류	패션의류	55000	https://m.kshop.co.kr/display/product/8875102
신세계쇼핑	20260701	04:30	05:31	61	[방송에서만/의료기기/넥필]거북목 및 목디스크 치료기! 국내제조, 한국의료기기 안전정보원 인증(디스크, 경추, 추간판탈출증치료목적)	거북목	[방송에서만/의료기기/넥필]거북목 및 목디스크 치료기! 국내제조, 한국의료기기 안전정보원 인증(디스크, 경추, 추간판탈출증치료목적)	단순	04:30	05:31	61	21574000	가전	디지털/가전	398000	https://www.shinsegaetvshopping.com/display/detail/20071524
CJ온스타일	20260701	04:30	05:00	30	파래김 200매	해농	파래김 200매	단순	04:30	05:00	30	7291600	일반식품	식품	39900	https://display.cjonstyle.com/p/item/2074255219?channelCode=30002002
롯데원티비	20260701	04:32	04:37	5	[블라우풍트] (3)블라우풍트 귀찌형 무선 이어폰 BLP-OE663	블라우풍트	[블라우풍트] (3)블라우풍트 귀찌형 무선 이어폰 BLP-OE663	단순	04:32	04:37	5	0		디지털/가전	179600	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912551
GS홈쇼핑 마이샵	20260701	04:34	04:55	21	올레비다 AOP인증 프랑스 산도0.21 냉압착 엑스트라버진 올리브유(250ml*6병) 고함량 폴리페놀 올리브오일	올레비다	올레비다 AOP인증 프랑스 산도0.21 냉압착 엑스트라버진 올리브유(250ml*6병) 고함량 폴리페놀 올리브오일	단순	04:34	04:55	21	2216300		식품	59900	https://www.gsshop.com/prd/prd.gs?prdid=1103102021&brddate=20260704021000&pgmID=6997&ordChannel=WE&tveshop=Y
롯데원티비	20260701	04:37	04:42	5	[블라우풍트] (4)블라우풍트 귀찌형 무선 이어폰 BLP-OE663	블라우풍트	[블라우풍트] (4)블라우풍트 귀찌형 무선 이어폰 BLP-OE663	단순	04:37	04:42	5	179600		디지털/가전	179600	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912562
쇼핑엔티	20260701	04:37	05:37	60	욕실의여왕 고체형 실내탈취제 12개세트(블랙체리4/라벤더4/클린코튼4)	욕실의여왕	욕실의여왕 고체형 실내탈취제 12개세트(블랙체리4/라벤더4/클린코튼4)	단순	04:37	05:37	60	11541900	리빙/주방	생활/건강	59800	https://www.shoppingntmall.com/display/goods/21079813
NS홈쇼핑 샵플러스	20260701	04:41	05:42	61	도티1	도티	도티1	단순	04:41	05:42	61	15169600		패션의류	49900	https://m.nsmall.com/goods/36005139
롯데원티비	20260701	04:42	05:02	20	[메디칼드림] 메디칼드림 프리미엄 4D 경추 바디 마사지기 M33	메디칼드림	[메디칼드림] 메디칼드림 프리미엄 4D 경추 바디 마사지기 M33	단순	04:42	05:02	20	0		디지털/가전	129000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912160
CJ온스타일 플러스	20260701	04:45	05:15	30	24K 버블 체인 목걸이	24K	24K 버블 체인 목걸이	단순	04:45	05:15	30	67589000		패션잡화	4990000	https://display.cjonstyle.com/p/item/2081448153
홈앤쇼핑	20260701	04:50	06:00	70	[현영 PICK/투라] 닥터 투라 셀톡스 리페어 앰플 완벽더블 패키지(30ml x 6 + 1ml x 2)	닥터	[현영 PICK/투라] 닥터 투라 셀톡스 리페어 앰플 완벽더블 패키지(30ml x 6 + 1ml x 2)	단순	04:50	06:00	70	42672000	미용	화장품/미용	138000	http://www.hnsmall.com/display/goods.do?goods_code=75591471
현대홈쇼핑	20260701	04:50	05:20	30	[26NEW]아이릴리 보타닉가든 인견100 민소매 쿨원피스 3종 + 가방	아이릴리	[26NEW]아이릴리 보타닉가든 인견100 민소매 쿨원피스 3종 + 가방	단순	04:50	05:20	30	53692800	언더웨어	패션의류	79900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251595686&preview=true
롯데홈쇼핑	20260701	04:50	05:15	25	[런칭가 119,000원] 까스텔바작 26SS 여성 크로쉐 앙상블 2종 (메탈 가디건 1종 + 반팔 후드 니트 1종)	까스텔바작	[런칭가 119,000원] 까스텔바작 26SS 여성 크로쉐 앙상블 2종 (메탈 가디건 1종 + 반팔 후드 니트 1종)	단순	04:50	05:15	25	6497000	의류	패션의류	75650	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12902044
SK스토아	20260701	04:51	05:31	40	스마일 링클 패치 9박스 (1박스 10피스*5매)+무료체험분 10피스 1매	스마일	스마일 링클 패치 9박스 (1박스 10피스*5매)+무료체험분 10피스 1매	단순	04:51	05:31	40	8388000	건강식품	화장품/미용	69900	https://www.skstoa.com/display/goods/64629042
GS홈쇼핑 마이샵	20260701	04:55	05:15	20	베네통 26SS 최신상 남여공용 시그니처 반팔 티셔츠 5종세트	베네통	베네통 26SS 최신상 남여공용 시그니처 반팔 티셔츠 5종세트	단순	04:55	05:15	20	3355200		패션의류	62910	https://www.gsshop.com/prd/prd.gs?prdid=1108228116&brddate=20260708043400&pgmID=6753&ordChannel=WE&tveshop=Y
GS홈쇼핑	20260701	05:00	05:31	31	중)더젓갈솔더젓갈 솔잎 동백하젓 1kg 3통, 총3kg	중)더젓갈솔더젓갈	중)더젓갈솔더젓갈 솔잎 동백하젓 1kg 3통, 총3kg	단순	05:00	05:31	31	9776700	일반식품	식품	45900	https://www.gsshop.com/prd/prd.gs?prdid=1105836112&brddate=20260701050000&pgmID=13145&ordChannel=WE&tveshop=Y
NS홈쇼핑	20260701	05:00	05:41	41	브이존양말	브이존	브이존양말	단순	05:00	05:41	41	24565300	잡화/주얼리	생활/건강	29900	https://m.nsmall.com/goods/36026185
CJ온스타일	20260701	05:00	06:00	60	[더김창옥라이브 단독 패밀리구성] 대원헬스 아스타루지 20+4박스	대원제약	[더김창옥라이브 단독 패밀리구성] 대원헬스 아스타루지 20+4박스	단순	05:00	06:00	60	19404000	건강식품	식품	396000	https://display.cjonstyle.com/p/item/2077210673?channelCode=30002002
공영쇼핑	20260701	05:00	06:00	60	[밀라] 26SS 여성 인견 썸머팬츠4종	밀라	[밀라] 26SS 여성 인견 썸머팬츠4종	단순	05:00	06:00	60	39670500	의류	패션의류	49900	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11940614
롯데원티비	20260701	05:02	05:41	39	[에스까다] ○ [상시가 199,000원] ESCADA 26SS 여성 크로쉐 풀오버 + 나시 니트 2종	에스까다	[에스까다] ○ [상시가 199,000원] ESCADA 26SS 여성 크로쉐 풀오버 + 나시 니트 2종	단순	05:02	05:41	39	4071000		패션의류	69000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12903091
GS홈쇼핑 마이샵	20260701	05:15	05:55	40	자연식품 시즌2 무안 자색 양파즙(국내산) 100ml 120팩	자연식품	자연식품 시즌2 무안 자색 양파즙(국내산) 100ml 120팩	단순	05:15	05:55	40	11615600		식품	39900	https://www.gsshop.com/prd/prd.gs?prdid=1120707935&brddate=20260701051500&pgmID=6997&ordChannel=WE&tveshop=Y
롯데홈쇼핑	20260701	05:15	07:15	120	[폴앤조] 26SS 아트웍 피그먼트 반팔티 4종	폴앤조	[폴앤조] 26SS 아트웍 피그먼트 반팔티 4종	단순	05:15	07:15	120	206497500	의류	패션의류	59900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12899346
CJ온스타일 플러스	20260701	05:15	05:45	30	빼소	빼소	빼소	단순	05:15	05:45	30	2543100		식품	50900	https://display.cjonstyle.com/p/item/2024137395
현대홈쇼핑 플러스샵	20260701	05:20	06:00	40	젬마 26SS 여성 플리츠 스커트 3종	젬마	젬마 26SS 여성 플리츠 스커트 3종	단순	05:20	06:00	40	16816300		패션의류	49900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251246895
현대홈쇼핑	20260701	05:20	06:15	55	[26SS최신상] 컬럼비아 여성 옴니쉐이드 썸머자켓 1종	컬럼비아	[26SS최신상] 컬럼비아 여성 옴니쉐이드 썸머자켓 1종	단순	05:20	06:15	55	107546000	의류	스포츠/레저	89000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2250600787&preview=true
KT알파쇼핑	20260701	05:29	06:33	64	크랙몬스터_크랙보수제	몬스터	크랙몬스터_크랙보수제	단순	05:29	06:33	64	32873100	리빙/주방	생활/건강	29900	https://m.kshop.co.kr/display/product/8737414
GS홈쇼핑	20260701	05:30	06:16	46	뉴트리코어 하이퍼셀 코엔자임Q10 맥스 6박스(6개월분)	뉴트리코어	뉴트리코어 하이퍼셀 코엔자임Q10 맥스 6박스(6개월분)	단순	05:30	06:16	46	66802000	건강식품	식품	169000	https://www.gsshop.com/prd/prd.gs?prdid=1091552509&brddate=20260701053000&pgmID=13352&ordChannel=WE&tveshop=Y
신세계쇼핑	20260701	05:30	06:31	61	(방송에서만 슬림플러스 2박스)★NEW 비에날씬 프로★[9박스]BNR17 다이어트 유산균 비에날씬 프로 + 슬림플러스 2박스	비에날씬	(방송에서만 슬림플러스 2박스)★NEW 비에날씬 프로★[9박스]BNR17 다이어트 유산균 비에날씬 프로 + 슬림플러스 2박스	단순	05:30	06:31	61	24261000	건강식품	식품	548000	https://www.shinsegaetvshopping.com/display/detail/1002281762
SK스토아	20260701	05:31	06:31	60	(방송최저가) 에버홈 무선믹서기	에버홈	(방송최저가) 에버홈 무선믹서기	단순	05:31	06:31	60	14567300	가전	디지털/가전	69700	https://www.skstoa.com/display/goods/63196421
SK스토아	20260701	05:31	06:31	60	(방송에서만)알티지오메가3 비타민D 12박스에 4박스 더 (추가구성 천관보정 2개월분) | 원산지 : 상품정보 참조	에버홈	(방송에서만)알티지오메가3 비타민D 12박스에 4박스 더 (추가구성 천관보정 2개월분) | 원산지 : 상품정보 참조	단순	05:31	06:31	60	15484000	가전	디지털/가전	69700	https://www.skstoa.com/display/goods/63196421
쇼핑엔티	20260701	05:36	06:36	60	26SS 밀라 아트웍 티셔츠 5종	26SS	26SS 밀라 아트웍 티셔츠 5종	단순	05:36	06:36	60	47924800	의류	패션의류	39900	https://www.shoppingntmall.com/display/goods/28312444
NS홈쇼핑	20260701	05:40	06:31	51	브이존양말 2부	브이존	브이존양말 2부	단순	05:40	06:31	51	54303290	잡화/주얼리	패션잡화	7900	https://m.nsmall.com/goods/35712955
NS홈쇼핑 샵플러스	20260701	05:41	06:42	61	아델로1	아델로	아델로1	단순	05:41	06:42	61	11560700		패션의류	59900	https://m.nsmall.com/goods/35958523
롯데원티비	20260701	05:41	06:41	60	[SALE]블라우풍트 무선 이어폰+보조배터리(색상랜덤)	블라우풍트	[SALE]블라우풍트 무선 이어폰+보조배터리(색상랜덤)	단순	05:41	06:41	60	7186320		디지털/가전	66540	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12871871
CJ온스타일 플러스	20260701	05:45	06:45	60	[역대최다구성]다이어트 유산균 9개월분+플러스60포	다이어트	[역대최다구성]다이어트 유산균 9개월분+플러스60포	단순	05:45	06:45	60	40306000		식품	548000	https://display.cjonstyle.com/p/item/2082831455
GS홈쇼핑 마이샵	20260701	05:55	06:36	41	[습기제로]NEW 200g 대용량 제습제 40개(스탠드형*28개+옷걸이형*12개)	NEW	[습기제로]NEW 200g 대용량 제습제 40개(스탠드형*28개+옷걸이형*12개)	단순	05:55	06:36	41	39159400		생활/건강	39900	https://www.gsshop.com/prd/prd.gs?prdid=1053837358&brddate=20260713135700&pgmID=6742&ordChannel=WE&tveshop=Y
CJ온스타일	20260701	06:00	07:15	75	[방송중 상담만 받아도 혜택]신한 라이프 케어받는 암보험	신한라이프	[방송중 상담만 받아도 혜택]신한 라이프 케어받는 암보험	단순	06:00	07:15	75	0	보험	여가/생활편의	0	https://display.cjonstyle.com/p/item/2064509744?channelCode=30002002
홈앤쇼핑	20260701	06:00	07:15	75	[렌탈] 자이글온 고주파 의료기기	자이글온	[렌탈] 자이글온 고주파 의료기기	단순	06:00	07:15	75	0	일반렌탈	디지털/가전	0	http://www.hnsmall.com/display/goods.do?goods_code=60553584
현대홈쇼핑 플러스샵	20260701	06:00	06:40	40	[Lacalo] 라칼로 브리사 버뮤다 팬츠 1종	라칼로	[Lacalo] 라칼로 브리사 버뮤다 팬츠 1종	단순	06:00	06:40	40	23062200		패션의류	39900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2236247797
공영쇼핑	20260701	06:00	07:15	75	[닥터린] 콘드로이친 콘레이티+MBP (1,200mg×30정)×12박스	닥터린	[닥터린] 콘드로이친 콘레이티+MBP (1,200mg×30정)×12박스	단순	06:00	07:15	75	78302000	건강식품	식품	164500	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11941769
GS홈쇼핑	20260701	06:15	07:15	60	닥터린 하이퍼셀 알티지 오메가3 18박스(18개월)	닥터린	닥터린 하이퍼셀 알티지 오메가3 18박스(18개월)	단순	06:15	07:15	60	100452000	건강식품	식품	259000	https://www.gsshop.com/prd/prd.gs?prdid=1073026023&brddate=20260701061500&pgmID=13352&ordChannel=WE&tveshop=Y
현대홈쇼핑	20260701	06:15	07:15	60	[한국제일도] 더 프리미엄 5종 풀세트	한국제일도	[한국제일도] 더 프리미엄 5종 풀세트	단순	06:15	07:15	60	143116000	리빙/주방	생활/건강	148000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2223258073&preview=true
KT알파쇼핑	20260701	06:29	07:33	64	샤론느_브라탑	26SS	샤론느_브라탑	단순	06:29	07:33	64	44616700	언더웨어	패션의류	59900	https://m.kshop.co.kr/display/product/9277421
신세계쇼핑	20260701	06:30	07:32	62	[방송중 반값세일] 보넬 아이엠 당근 NFC 착즙주스 1L*12병	보넬	[방송중 반값세일] 보넬 아이엠 당근 NFC 착즙주스 1L*12병	단순	06:30	07:32	62	115038000	건강식품	식품	99000	https://www.shinsegaetvshopping.com/display/detail/20070469
NS홈쇼핑	20260701	06:30	07:31	61	칼만저압냄비	칼만저압냄비	칼만저압냄비	복합	06:30	07:31	61	100742000		생활/건강	99000	https://m.nsmall.com/goods/35967726
SK스토아	20260701	06:31	07:31	60	[방송에서만]파라다이스 그레인 버닝 6+3박스(700mg*28정*9박스/18주분) | 원산지 : 상품정보 참조	파라다이스	[방송에서만]파라다이스 그레인 버닝 6+3박스(700mg*28정*9박스/18주분) | 원산지 : 상품정보 참조	단순	06:31	07:31	60	55798000	건강식품	식품	248000	https://www.skstoa.com/display/goods/64444167
쇼핑엔티	20260701	06:36	07:36	60	슈리오 소가죽 에스닉 키높이 샌들 	슈리오	슈리오 소가죽 에스닉 키높이 샌들 	단순	06:36	07:36	60	45325000	잡화/주얼리	패션잡화	49000	https://www.shoppingntmall.com/display/goods/28326374
GS홈쇼핑 마이샵	20260701	06:36	07:36	60	덴프스 트루바이타민 올인원 멀티비타민&루테인&밀크씨슬 10개월분	덴프스	덴프스 트루바이타민 올인원 멀티비타민&루테인&밀크씨슬 10개월분	단순	06:36	07:36	60	41828000		식품	268000	https://www.gsshop.com/prd/prd.gs?prdid=1100912130&brddate=20260714153800&pgmID=13352&ordChannel=WE&tveshop=Y
현대홈쇼핑 플러스샵	20260701	06:40	07:20	40	[TEDDY CREW] 테디크루 26SS 여성 나일론 웨더자켓 1종(N602W)	테디크루	[TEDDY CREW] 테디크루 26SS 여성 나일론 웨더자켓 1종(N602W)	단순	06:40	07:20	40	30109300		패션의류	29900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2249662119
NS홈쇼핑 샵플러스	20260701	06:41	07:42	61	엘르백팩1	엘르	엘르백팩1	단순	06:41	07:42	61	34210000		패션잡화	55000	https://m.nsmall.com/goods/36005018
롯데원티비	20260701	06:41	07:41	60	[바이브리짓] ○(런칭가 69,900원) 26SS 크로셰 인견블렌딩 셋업 3종(후드집업+슬리브리스+팬츠)	바이브리짓	[바이브리짓] ○(런칭가 69,900원) 26SS 크로셰 인견블렌딩 셋업 3종(후드집업+슬리브리스+팬츠)	단순	06:41	07:41	60	43211700		패션의류	39900	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12894239
CJ온스타일 플러스	20260701	06:45	07:45	60	(최신상)아치나인Arch-9 Flux기능성 슬리퍼_블랙	아치나인Arch-9	(최신상)아치나인Arch-9 Flux기능성 슬리퍼_블랙	단순	06:45	07:45	60	62804400		패션잡화	39800	https://display.cjonstyle.com/p/item/2064640263
롯데홈쇼핑	20260701	07:15	08:15	60	[매니아패키지]프로폴리스 가글 오리지널 600ml 8개 + 유자 600ml 8개	프로폴린스	[매니아패키지]프로폴리스 가글 오리지널 600ml 8개 + 유자 600ml 8개	단순	07:15	08:15	60	68055200	리빙/주방	생활/건강	139000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912212
홈앤쇼핑	20260701	07:15	08:15	60	컬러딥 메이크업이레이져 옐로우+로즈 에디션 기본세트 (본품8개+여행용2개)	컬러딥	컬러딥 메이크업이레이져 옐로우+로즈 에디션 기본세트 (본품8개+여행용2개)	단순	07:15	08:15	60	104295700	미용	화장품/미용	69900	http://www.hnsmall.com/display/goods.do?goods_code=61841338
GS홈쇼핑	20260701	07:15	08:15	60	이지듀 최신상 쿨링핏 기미쿠션 토닝 앰플 메쉬쿠션 본품 18g	이지듀	이지듀 최신상 쿨링핏 기미쿠션 토닝 앰플 메쉬쿠션 본품 18g	단순	07:15	08:15	60	205470600	미용	화장품/미용	49800	https://www.gsshop.com/prd/prd.gs?prdid=1126283301&brddate=20260701235500&pgmID=6737&ordChannel=WE&tveshop=Y
공영쇼핑	20260701	07:15	08:20	65	[마담4060] 러블레이어드블라우스3종	마담4060	[마담4060] 러블레이어드블라우스3종	단순	07:15	08:20	65	93113400	의류	패션의류	49900	https://www.gongyoungshop.kr/goods/selectGoodsDetail.do?prdId=11948327
CJ온스타일	20260701	07:15	08:15	60	[방송에서만]갱년기엔 이알하나(ERr731) 10박스+2박스 더	이알하나	[방송에서만]갱년기엔 이알하나(ERr731) 10박스+2박스 더	단순	07:15	08:15	60	156016000	건강식품	식품	328000	https://display.cjonstyle.com/p/item/2073408726?channelCode=30002002
현대홈쇼핑	20260701	07:15	08:15	60	[2026마지막방송] AHC 마스터즈 아쿠아 리치 선크림 완벽더블구성	AHC	[2026마지막방송] AHC 마스터즈 아쿠아 리치 선크림 완벽더블구성	단순	07:15	08:15	60	119956000	미용	화장품/미용	109000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251639941&preview=true
현대홈쇼핑 플러스샵	20260701	07:20	07:40	20	[TAG ME]태그미 썸머 플리츠 플라워 원피스 3종	태그미	[TAG ME]태그미 썸머 플리츠 플라워 원피스 3종	단순	07:20	07:40	20	23900100		패션의류	39900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2234841363
NS홈쇼핑	20260701	07:30	08:31	61	코지앤픽캐리어	코지앤픽	코지앤픽캐리어	단순	07:30	08:31	61	91358000	잡화/주얼리	생활/건강	69000	https://m.nsmall.com/goods/36024735
KT알파쇼핑	20260701	07:30	08:32	62	마미케어_들깨크림	마미케어	마미케어_들깨크림	단순	07:30	08:32	62	51587700	미용	화장품/미용	69900	https://m.kshop.co.kr/display/product/8969098
신세계쇼핑	20260701	07:31	08:32	61	[최대특집]끌레드벨 파워 리프팅팩 최대용량찬스 (리프팅마스크 5개+세럼+브러쉬+상품평 팩 1개)	끌레드벨	[최대특집]끌레드벨 파워 리프팅팩 최대용량찬스 (리프팅마스크 5개+세럼+브러쉬+상품평 팩 1개)	단순	07:31	08:32	61	76864000	미용	화장품/미용	69000	https://www.shinsegaetvshopping.com/display/detail/20069420
SK스토아	20260701	07:31	08:31	60	[방송중에만 이 가격] 센스업 My 압축 박스 특대형 2개 세트	센스업	[방송중에만 이 가격] 센스업 My 압축 박스 특대형 2개 세트	단순	07:31	08:31	60	51708000	리빙/주방	생활/건강	169000	https://www.skstoa.com/display/goods/65114209
쇼핑엔티	20260701	07:36	08:36	60	26SS 바띠 핫썸머 인견셔츠 3종 	26SS	26SS 바띠 핫썸머 인견셔츠 3종 	단순	07:36	08:36	60	106113000	의류	패션의류	49900	https://www.shoppingntmall.com/display/goods/28067784
GS홈쇼핑 마이샵	20260701	07:36	08:36	60	관절엔 콘드로이친1200 12개월분 + 주영 오메가 2개월분	관절엔	관절엔 콘드로이친1200 12개월분 + 주영 오메가 2개월분	단순	07:36	08:36	60	143317000		식품	648000	https://www.gsshop.com/prd/prd.gs?prdid=1107929932&brddate=20260705083600&pgmID=13352&ordChannel=WE&tveshop=Y
현대홈쇼핑 플러스샵	20260701	07:40	08:20	40	[GIVERNY] 지베르니 26SS 시어서커 블라우스 재킷 3종(G605)	지베르니	[GIVERNY] 지베르니 26SS 시어서커 블라우스 재킷 3종(G605)	단순	07:40	08:20	40	59889900		패션의류	39900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2250265109
롯데원티비	20260701	07:41	08:41	60	[단스킨] 단스킨 360올메쉬 냉감브라팬티 4세트	단스킨	[단스킨] 단스킨 360올메쉬 냉감브라팬티 4세트	단순	07:41	08:41	60	24815960		패션의류	73420	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12912603
NS홈쇼핑 샵플러스	20260701	07:41	08:42	61	홈수방요매트1	홈수방	홈수방요매트1	단순	07:41	08:42	61	40645400		가구/인테리어	99600	https://m.nsmall.com/goods/36027958
CJ온스타일 플러스	20260701	07:45	08:45	60	관절엔 콘드로이친1200 12개월+식물성오메가2개월분	관절엔	관절엔 콘드로이친1200 12개월+식물성오메가2개월분	단순	07:45	08:45	60	86271000		식품	648000	https://display.cjonstyle.com/p/item/2081328628
CJ온스타일	20260701	08:15	09:20	65	[프리미엄 에디션] 라지킹_텐셀모달100 냉감침구 풀패키지	에어룸	[프리미엄 에디션] 라지킹_텐셀모달100 냉감침구 풀패키지	단순	08:15	09:20	65	287713900	리빙/주방	가구/인테리어	179900	https://display.cjonstyle.com/p/item/2083039134?channelCode=30002002
GS홈쇼핑	20260701	08:15	09:25	70	뉴트리코어 하이퍼셀 멜라토닌 앰플 30ml 1통	뉴트리코어	뉴트리코어 하이퍼셀 멜라토닌 앰플 30ml 1통	단순	08:15	09:25	70	233088000	미용	화장품/미용	77000	https://www.gsshop.com/prd/prd.gs?prdid=1119087870&brddate=20260701081500&pgmID=6737&ordChannel=WE&tveshop=Y
현대홈쇼핑	20260701	08:15	10:25	130	올라카일리 26SS 식스티 stem 백팩 1종	프리마클라쎄	플루이드 이지 팬츠	복합	08:15	10:25	130	653149000	의류	패션의류	109000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2248732910&preview=true
현대홈쇼핑	20260701	08:15	10:25	130	올라카일리 26SS 식스티 stem 백팩 1종	올라카일리	26SS 식스티 stem 백팩	복합	08:15	10:25	130	332374000	의류	패션의류	129000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251186493&preview=true
현대홈쇼핑	20260701	08:15	10:25	130	올라카일리 26SS 식스티 stem 백팩 1종	누캐시미어	26SS 이태리린넨 투웨이 슬리브리스탑	복합	08:15	10:25	130	288251000	의류	패션의류	159000	https://www.hmall.com/md/pda/itemPtc?slitmCd=2249332946&preview=true
